name,smiles,count
COc1nc(CNC(=O)OC(C)(C)C)cc(C)c1CN,COc1nc(CNC(=O)OC(C)(C)C)cc(C)c1CN,20
CONC(=O)c1ccc(C)c(NN)c1,CONC(=O)c1ccc(C)c(NN)c1,14
CCOc1cc(C(=O)N2CCC3(CC2)CC(=O)c2cc(-c4ccc(C(N)=O)cn4)ccc2O3)cc(OCC)c1-c1ccc(C(=O)[O-])cc1~[Na+],CCOc1cc(C(=O)N2CCC3(CC2)CC(=O)c2cc(-c4ccc(C(N)=O)cn4)ccc2O3)cc(OCC)c1-c1ccc(C(=O)[O-])cc1~[Na+],49
C[Si](C)(C)OCCO[Si](C)(C)C,C[Si](C)(C)OCCO[Si](C)(C)C,12
C=CC(=O)OCCC(=O)N1CC1C,C=CC(=O)OCCC(=O)N1CC1C,13
CC(=O)c1csc(-c2cccc(Cl)c2)c1O,CC(=O)c1csc(-c2cccc(Cl)c2)c1O,16
O=C(OCc1ccccc1)N1CC(O)C1,O=C(OCc1ccccc1)N1CC(O)C1,15
CC(O)CCOS(=O)(=O)c1ccccc1C(F)(F)F,CC(O)CCOS(=O)(=O)c1ccccc1C(F)(F)F,19
O=[N+]([O-])c1ccc(OS(=O)(=O)C(F)(F)F)cc1F,O=[N+]([O-])c1ccc(OS(=O)(=O)C(F)(F)F)cc1F,18
O=c1[nH]c2cc(O)ccc2o1,O=c1[nH]c2cc(O)ccc2o1,11
CCc1nc2c(C)cc(C)nc2n1Cc1cccc(C=O)c1,CCc1nc2c(C)cc(C)nc2n1Cc1cccc(C=O)c1,22
CN1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)OCc5ccccc5)CCCCC4)cc3)cs2)CC1,CN1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)OCc5ccccc5)CCCCC4)cc3)cs2)CC1,37
COC(=O)c1ccnc(Cc2ccccc2C(F)(F)F)c1,COC(=O)c1ccnc(Cc2ccccc2C(F)(F)F)c1,21
CCOC(=O)c1cn(-c2nc(N)c(F)cc2F)c2c(Cl)c(NCC(O)COC3CN(C(=O)OCc4ccccc4)C3)c(F)cc2c1=O,CCOC(=O)c1cn(-c2nc(N)c(F)cc2F)c2c(Cl)c(NCC(O)COC3CN(C(=O)OCc4ccccc4)C3)c(F)cc2c1=O,47
O=C(Cl)c1cc(C(F)(F)F)ccc1F,O=C(Cl)c1cc(C(F)(F)F)ccc1F,14
CC(C)N(N)C(=O)OC(C)(C)C,CC(C)N(N)C(=O)OC(C)(C)C,12
CON(C)C(=O)C1(C)COC(C)(C)OC1,CON(C)C(=O)C1(C)COC(C)(C)OC1,15
COc1cc2c(cc1[N+](=O)[O-])C=CC1(CCN(C)CC1)O2,COc1cc2c(cc1[N+](=O)[O-])C=CC1(CCN(C)CC1)O2,21
Cc1cccc(Nc2cccc3ccc(C)nc23)n1,Cc1cccc(Nc2cccc3ccc(C)nc23)n1,19
CCNC(=NS(=O)(=O)c1ccc(CN2C(=O)c3ccccc3C2=O)cc1)N1CC2(C=N1)CCCC2,CCNC(=NS(=O)(=O)c1ccc(CN2C(=O)c3ccccc3C2=O)cc1)N1CC2(C=N1)CCCC2,35
CN(C)/C=C/c1cc(C(F)(F)F)c([N+](=O)[O-])cc1[N+](=O)[O-],CN(C)/C=C/c1cc(C(F)(F)F)c([N+](=O)[O-])cc1[N+](=O)[O-],21
COc1cn(-c2cccc(C(F)(F)F)c2)nc(C(=O)C=CN(C)C)c1=O,COc1cn(-c2cccc(C(F)(F)F)c2)nc(C(=O)C=CN(C)C)c1=O,26
O=C(c1ccc2c(c1)OCCO2)c1cc(I)ccc1Br,O=C(c1ccc2c(c1)OCCO2)c1cc(I)ccc1Br,20
CN(C)C(=O)c1cc2nccc(Cl)c2s1,CN(C)C(=O)c1cc2nccc(Cl)c2s1,15
C[C@@H](O)[C@H](N)C(=O)OCc1ccccc1,C[C@@H](O)[C@H](N)C(=O)OCc1ccccc1,15
C[Si](C)(C)C#Cc1cnc2cccnn12,C[Si](C)(C)C#Cc1cnc2cccnn12,15
Brc1cccc(-c2ccccc2)n1,Brc1cccc(-c2ccccc2)n1,13
C[C@@H]1CN(c2ccc(C#N)cc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,C[C@@H]1CN(c2ccc(C#N)cc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,29
C#CC1(C)CC1,C#CC1(C)CC1,6
CN1CC(O)C(c2ccccc2Oc2ccc(Cl)cc2)C1=O,CN1CC(O)C(c2ccccc2Oc2ccc(Cl)cc2)C1=O,22
COC(=O)c1ccnc(Cc2ccc(OC(F)(F)F)cc2)c1,COC(=O)c1ccnc(Cc2ccc(OC(F)(F)F)cc2)c1,22
O=C1OC(=O)c2cc3nccnc3cc21,O=C1OC(=O)c2cc3nccnc3cc21,15
O=c1[nH][nH]c(=O)c2cc(Cl)ccc12,O=c1[nH][nH]c(=O)c2cc(Cl)ccc12,13
C=CCc1ccc(OS(=O)(=O)CCCC)c(OC)c1,C=CCc1ccc(OS(=O)(=O)CCCC)c(OC)c1,19
CCOC(=O)C1CC(OCc2ccc(OC)cc2)CC1CC,CCOC(=O)C1CC(OCc2ccc(OC)cc2)CC1CC,22
NCCc1ccc(Cl)cc1,NCCc1ccc(Cl)cc1,10
Nc1ccc(F)cc1C(=O)O,Nc1ccc(F)cc1C(=O)O,11
O=C([O-])[O-]~[Cs+]~[Cs+],O=C([O-])[O-]~[Cs+]~[Cs+],6
N#CC1=C(Cl)CCCC1,N#CC1=C(Cl)CCCC1,9
COc1cc(COC2CCC2)cc(OC)c1-c1csc2c(NC(=O)OC(C)(C)C)c(OC)nn12,COc1cc(COC2CCC2)cc(OC)c1-c1csc2c(NC(=O)OC(C)(C)C)c(OC)nn12,34
COc1ccccc1C(Cc1ccccc1)C(=O)O,COc1ccccc1C(Cc1ccccc1)C(=O)O,19
O=C(NN=C1CCOC1)OCc1ccccc1,O=C(NN=C1CCOC1)OCc1ccccc1,17
O=C(O)C1(c2ccccc2)CC1,O=C(O)C1(c2ccccc2)CC1,12
Nc1ccc(CCc2ccncc2)c(C(F)(F)F)c1,Nc1ccc(CCc2ccncc2)c(C(F)(F)F)c1,19
OC1CCN(C2CCC2)CC1,OC1CCN(C2CCC2)CC1,11
[N-]=[N+]=NP(=O)(Oc1ccccc1)Oc1ccccc1,[N-]=[N+]=NP(=O)(Oc1ccccc1)Oc1ccccc1,19
S=C(n1ccnc1)n1ccnc1,S=C(n1ccnc1)n1ccnc1,12
CCC(O)CCn1c(-c2ccccc2)cc2cc([N+](=O)[O-])ccc21,CCC(O)CCn1c(-c2ccccc2)cc2cc([N+](=O)[O-])ccc21,24
CC(C)CC1CC(O)CCN1,CC(C)CC1CC(O)CCN1,11
COc1ccc(N2CCN(C(=O)CCCl)CC2)cc1,COc1ccc(N2CCN(C(=O)CCCl)CC2)cc1,19
Cc1ccc(S(=O)(=O)N=c2ccc(Oc3ccc(NC(=O)OCc4ccccc4)cc3F)cn2CC(N)=O)cc1,Cc1ccc(S(=O)(=O)N=c2ccc(Oc3ccc(NC(=O)OCc4ccccc4)cc3F)cn2CC(N)=O)cc1,40
CCOc1cc(C#N)ccc1C(F)(F)F,CCOc1cc(C#N)ccc1C(F)(F)F,15
CC[C@H](C)CBr,CC[C@H](C)CBr,6
C[C@@H](NC(=O)c1ccc(Cl)c(Br)c1)c1ccccc1,C[C@@H](NC(=O)c1ccc(Cl)c(Br)c1)c1ccccc1,19
NNC(=O)c1ccc2ncsc2c1~O=C(O)C(F)(F)F,NNC(=O)c1ccc2ncsc2c1~O=C(O)C(F)(F)F,20
C[C@@H]1CN(Cc2ccccc2)CCO1~Cl,C[C@@H]1CN(Cc2ccccc2)CCO1~Cl,15
CC(C)CNc1c(N)cnc2cccnc12,CC(C)CNc1c(N)cnc2cccnc12,16
CCOC(=O)c1cn(-c2ccc(Cl)cc2)nc1C(=O)OCc1ccccc1,CCOC(=O)c1cn(-c2ccc(Cl)cc2)nc1C(=O)OCc1ccccc1,27
CC(C)(C)Nc1ccc([N+](=O)[O-])cc1,CC(C)(C)Nc1ccc([N+](=O)[O-])cc1,14
O=[N+]([O-])c1ccc(CO)cc1F,O=[N+]([O-])c1ccc(CO)cc1F,12
COCCOCc1ccc(Oc2cc(OC3CCOCC3)c3[nH]c(C(N)=O)cc3c2)cn1,COCCOCc1ccc(Oc2cc(OC3CCOCC3)c3[nH]c(C(N)=O)cc3c2)cn1,32
COC(=O)C(NC(=O)OCc1ccccc1)P(=O)(OC)OC,COC(=O)C(NC(=O)OCc1ccccc1)P(=O)(OC)OC,22
Fc1cccnc1F,Fc1cccnc1F,8
O=C1NC(c2ccc(F)cc2)C(=O)O1,O=C1NC(c2ccc(F)cc2)C(=O)O1,14
OC1(C2SCCCS2)CCc2cc(Br)ccc21,OC1(C2SCCCS2)CCc2cc(Br)ccc21,17
O=C1N(Cc2ccc(Cl)s2)c2ccccc2C1(O)c1cc(OCc2ccccc2)ccc1O,O=C1N(Cc2ccc(Cl)s2)c2ccccc2C1(O)c1cc(OCc2ccccc2)ccc1O,33
Cc1cnc(C#N)c(N)c1,Cc1cnc(C#N)c(N)c1,10
CC(C)(C)OC(=O)N1CCN(c2ccc(C=O)s2)CC1,CC(C)(C)OC(=O)N1CCN(c2ccc(C=O)s2)CC1,20
COC(=O)N1CCC(C(=O)O)CC1c1ccc(C(F)(F)F)cc1C,COC(=O)N1CCC(C(=O)O)CC1c1ccc(C(F)(F)F)cc1C,24
N#Cc1ccc(NC2=CC(c3cccc(OC(F)(F)F)c3)N(c3ccc(C#N)cc3)C2=O)cc1,N#Cc1ccc(NC2=CC(c3cccc(OC(F)(F)F)c3)N(c3ccc(C#N)cc3)C2=O)cc1,34
CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](n2cc(I)c(=O)[nH]c2=O)C[C@@H]1O,CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](n2cc(I)c(=O)[nH]c2=O)C[C@@H]1O,24
O=Cc1ccc(OC2CCCCC2)c(Br)c1,O=Cc1ccc(OC2CCCCC2)c(Br)c1,16
CCn1c(=O)n(-c2ccc(OCc3ccccc3)cc2)c2ncc(Cl)cc21,CCn1c(=O)n(-c2ccc(OCc3ccccc3)cc2)c2ncc(Cl)cc21,27
COc1cc(-c2cn(S(=O)(=O)c3ccccc3)c3ncccc23)nc(S(C)(=O)=O)n1,COc1cc(-c2cn(S(=O)(=O)c3ccccc3)c3ncccc23)nc(S(C)(=O)=O)n1,30
CS(=O)c1ccc(-c2coc3ccc(-c4nnc(S)o4)cc23)cc1,CS(=O)c1ccc(-c2coc3ccc(-c4nnc(S)o4)cc23)cc1,24
CCCCC(CC)COC(=O)CCS,CCCCC(CC)COC(=O)CCS,14
OCc1ccc(OCF)c(C(F)(F)F)c1,OCc1ccc(OCF)c(C(F)(F)F)c1,15
O=Cc1c(O)cc(O)cc1F,O=Cc1c(O)cc(O)cc1F,11
CC1(C)O[C@@H]2[C@@H](CNC3CC(CCC(=O)OCc4ccccc4)C3)O[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O1,CC1(C)O[C@@H]2[C@@H](CNC3CC(CCC(=O)OCc4ccccc4)C3)O[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O1,38
COC(=O)C1CCN(C(=O)OC)C(c2ccc(S(C)(=O)=O)cc2)C1,COC(=O)C1CCN(C(=O)OC)C(c2ccc(S(C)(=O)=O)cc2)C1,24
O=C(Cl)c1cccc(Cl)c1Cl,O=C(Cl)c1cccc(Cl)c1Cl,11
CCOC(=O)CSc1ccc(O)cc1,CCOC(=O)CSc1ccc(O)cc1,14
N#Cc1cccc(Nc2ccc3ccccc3c2[N+](=O)[O-])c1,N#Cc1cccc(Nc2ccc3ccccc3c2[N+](=O)[O-])c1,22
CC(C)C(=O)CC(=O)Nc1ccccc1,CC(C)C(=O)CC(=O)Nc1ccccc1,15
CC(C)(C)C1CCCc2cncnc21,CC(C)(C)C1CCCc2cncnc21,14
Nc1ccc(Oc2ccc(NC(=O)OCc3ccccc3)cc2)cn1,Nc1ccc(Oc2ccc(NC(=O)OCc3ccccc3)cc2)cn1,25
C1=C(c2cccnc2OC2CNC2)CCOC1~Cl,Cl~C1C=C(c2cccnc2OC2CNC2)CCO1,18
CC(=O)c1ccccc1Cl,CC(=O)c1ccccc1Cl,10
CC1(C)COC(=O)[C@@H]1O,CC1(C)COC(=O)[C@@H]1O,9
Nc1c(Cl)nc2ccccc2c1NCc1ccccc1,Nc1c(Cl)nc2ccccc2c1NCc1ccccc1,20
COC1CCC(=O)CC1,COC1CCC(=O)CC1,9
CNC(=O)c1cc(Oc2ccc(NC(=O)C(Cl)(Cl)Cl)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)C(Cl)(Cl)Cl)cc2)ccn1,24
COc1cccc2c1C(=O)OC2,COc1cccc2c1C(=O)OC2,12
COC(=O)c1ccc(C2CCCC2)c(C(F)(F)F)c1,COC(=O)c1ccc(C2CCCC2)c(C(F)(F)F)c1,19
Cl~NNCc1ccccc1,Cl~NNCc1ccccc1,10
COc1cc2nc(-c3n[nH]cc3N)[nH]c2cc1OC,COc1cc2nc(-c3n[nH]cc3N)[nH]c2cc1OC,19
COc1cc(I)cc(O)c1OC(C)C,COc1cc(I)cc(O)c1OC(C)C,14
O=Cc1ccc(O)cc1Cl,O=Cc1ccc(O)cc1Cl,10
CC(C)(C)OC(=O)NCCn1c(CON2C(=O)c3ccccc3C2=O)nc2c(N)nc3ccccc3c21,CC(C)(C)OC(=O)NCCn1c(CON2C(=O)c3ccccc3C2=O)nc2c(N)nc3ccccc3c21,37
CNC(=O)c1cccnc1N,CNC(=O)c1cccnc1N,11
Cc1c(C(O)C(C)C)oc2ccc(Br)cc12,Cc1c(C(O)C(C)C)oc2ccc(Br)cc12,16
C=C(C)COC(=O)c1c(OCC(=C)C)ccc(F)c1F,C=C(C)COC(=O)c1c(OCC(=C)C)ccc(F)c1F,20
CCC/C=C\CC(C)CC(O)C#CC(C)O,CCC/C=C\CC(C)CC(O)C#CC(C)O,16
CCC#N,CCC#N,4
CC(=O)c1csc(N)n1,CC(=O)c1csc(N)n1,9
COC(=O)c1ccc(OCCc2ccc(Cl)cc2)cc1,COC(=O)c1ccc(OCCc2ccc(Cl)cc2)cc1,20
CCCCCCOc1ccc(-c2csc(C=O)c2)cc1,CCCCCCOc1ccc(-c2csc(C=O)c2)cc1,20
CC(C)[Mg]Br,CC(C)[Mg]Br,5
CCCN(Cc1ccccc1)CC1OCc2ccc(S(C)(=O)=O)cc2O1,CCCN(Cc1ccccc1)CC1OCc2ccc(S(C)(=O)=O)cc2O1,26
CC(C)(C)[Si](C)(C)OCCN(C1CCC(N)CC1)S(C)(=O)=O,CC(C)(C)[Si](C)(C)OCCN(C1CCC(N)CC1)S(C)(=O)=O,22
CC(C)(CC(=O)O)c1ccccc1,CC(C)(CC(=O)O)c1ccccc1,13
CCn1c(C2CCCCC2)cc2cc([N+](=O)[O-])ccc21,CCn1c(C2CCCCC2)cc2cc([N+](=O)[O-])ccc21,20
Cc1nc2cc(O)ccc2o1,Cc1nc2cc(O)ccc2o1,11
COC(=O)c1ccc(C(=O)O)cc1Br,COC(=O)c1ccc(C(=O)O)cc1Br,14
C[C@H]1CN(c2nnc(Cl)c3ccccc23)CCN1C(=O)OC(C)(C)C,C[C@H]1CN(c2nnc(Cl)c3ccccc23)CCN1C(=O)OC(C)(C)C,25
Fc1cc2ccnc(OCc3ccccc3)c2cc1Cl,Fc1cc2ccnc(OCc3ccccc3)c2cc1Cl,20
COc1ccc(S(=O)(=O)N(c2nccs2)S(=O)(=O)c2ccc(N3CC[C@H](N4CC[C@H](c5cc(Cl)cc(Cl)c5)C4)C3=O)cc2)cc1,COc1ccc(S(=O)(=O)N(c2nccs2)S(=O)(=O)c2ccc(N3CC[C@H](N4CC[C@H](c5cc(Cl)cc(Cl)c5)C4)C3=O)cc2)cc1,45
NC(=O)c1ccc([N+](=O)[O-])cc1,NC(=O)c1ccc([N+](=O)[O-])cc1,12
CC(C)(C(=O)Cl)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(C)(C(=O)Cl)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,20
C=C[C@@H]1CCN(C(=O)OC(C)(C)C)C1,C=C[C@@H]1CCN(C(=O)OC(C)(C)C)C1,14
CCN(C(=O)OC(C)(C)C)c1sc(-c2cccnc2)nc1Cl,CCN(C(=O)OC(C)(C)C)c1sc(-c2cccnc2)nc1Cl,22
Oc1cccc2c1CCNC2,Oc1cccc2c1CCNC2,11
Clc1ccc(N2CCCNCC2)cc1,Clc1ccc(N2CCCNCC2)cc1,14
CCCC1(C=O)CC2C=CC1C2,CCCC1(C=O)CC2C=CC1C2,12
F[P-](F)(F)(F)(F)F~c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,F[P-](F)(F)(F)(F)F~c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,33
OCc1cc(Cl)c2c(c1)OCO2,OCc1cc(Cl)c2c(c1)OCO2,12
COC(=O)C1CCNC(Cc2cc(F)ccc2F)C1,COC(=O)C1CCNC(Cc2cc(F)ccc2F)C1,19
OCc1cccs1,OCc1cccs1,7
CC(=O)n1ncc2c(Br)cccc21,CC(=O)n1ncc2c(Br)cccc21,13
COC(=O)C1CCNC(c2ccc(Cl)cc2F)C1,COC(=O)C1CCNC(c2ccc(Cl)cc2F)C1,18
Oc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,9
c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,29
Cc1ccc(I)c(Br)c1,Cc1ccc(I)c(Br)c1,9
O=C1CCC2(CC1)Cc1ccc(OCC3CCC3)cc1C2=O,O=C1CCC2(CC1)Cc1ccc(OCC3CCC3)cc1C2=O,22
O=Cc1cccc(OCc2ccccn2)c1,O=Cc1cccc(OCc2ccccn2)c1,16
O=C(O)c1ccc(OCCCC(F)(F)F)cc1,O=C(O)c1ccc(OCCCC(F)(F)F)cc1,17
O=S(=O)([O-])[O-]~c1cc[nH+]cc1~c1cc[nH+]cc1,O=S(=O)([O-])[O-]~c1cc[nH+]cc1~c1cc[nH+]cc1,17
COC(=O)c1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,COC(=O)c1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,41
CC(C)(C)OC(=O)NCc1ccc2c(c1)B(O)OC2(C)C,CC(C)(C)OC(=O)NCc1ccc2c(c1)B(O)OC2(C)C,21
COC(=O)C(=Cc1ccc2c(c1)OC[C@H](c1cccc(OCc3ccc(Cl)c(Cl)c3)c1)O2)NC(=O)OC(C)(C)C,COC(=O)C(=Cc1ccc2c(c1)OC[C@H](c1cccc(OCc3ccc(Cl)c(Cl)c3)c1)O2)NC(=O)OC(C)(C)C,40
Nc1nc2c(Br)cccn2n1,Nc1nc2c(Br)cccn2n1,11
Clc1ccnc2ccc(Br)cc12,Clc1ccnc2ccc(Br)cc12,12
