name,smiles,count
CC(=O)Oc1ccc2c(CN3CCOCC3)c[nH]c2c1,CC(=O)Oc1ccc2c(CN3CCOCC3)c[nH]c2c1,20
CSc1nc2c(C=O)cnn2c(NC2CC2)c1C#N,CSc1nc2c(C=O)cnn2c(NC2CC2)c1C#N,19
CCOC(=O)C1CCN(c2ccc(F)cn2)CC1,CCOC(=O)C1CCN(c2ccc(F)cn2)CC1,18
O=C(O)c1ccc([N+](=O)[O-])c(F)c1,O=C(O)c1ccc([N+](=O)[O-])c(F)c1,13
Brc1ncccn1,Brc1ncccn1,7
COc1nc(C(Br)Br)c([N+](=O)[O-])cc1C,COc1nc(C(Br)Br)c([N+](=O)[O-])cc1C,15
O=[N+]([O-])c1ccc(N2CCn3c2nc2cccnc23)cc1,O=[N+]([O-])c1ccc(N2CCn3c2nc2cccnc23)cc1,21
CC(C)(C)OC(=O)NC1(C(=O)O)CC1,CC(C)(C)OC(=O)NC1(C(=O)O)CC1,14
CO/C=C/C(C)=O,CO/C=C/C(C)=O,7
COc1ccc(CN)c(N)c1,COc1ccc(CN)c(N)c1,11
O=C1CCC2(CC1)Cc1ccc(OCCCF)cc1C2=O,O=C1CCC2(CC1)Cc1ccc(OCCCF)cc1C2=O,21
CC1C(=O)CC2(C)CCC1C2,CC1C(=O)CC2(C)CCC1C2,11
CC(C)(C)ON=O,CC(C)(C)ON=O,7
CC(C)[Mg]Br,CC(C)[Mg]Br,5
CC#CC(=O)OCC,CC#CC(=O)OCC,8
Clc1nccc2ccoc12,Clc1nccc2ccoc12,10
COC(=O)CN1C(=O)CC[C@@H]1CO[Si](C)(C)C(C)(C)C,COC(=O)CN1C(=O)CC[C@@H]1CO[Si](C)(C)C(C)(C)C,20
Cn1nnc(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)Cc2cc(C(F)(F)F)ccc2Br)n1,Cn1nnc(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)Cc2cc(C(F)(F)F)ccc2Br)n1,34
COC(=O)[C@@H]1C[C@@H](O)CN1~Cl,COC(=O)[C@@H]1C[C@@H](O)CN1~Cl,11
BrCc1nc(Br)cs1,BrCc1nc(Br)cs1,8
CC(C)(C)OC(=O)n1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=O)N2,CC(C)(C)OC(=O)n1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=O)N2,27
COC[C@H](C)Oc1cc(Oc2ccc(S(C)(=O)=O)nc2)cc(-c2ccc(C(=O)N[C@H](C)[C@H](O)CO[Si](C(C)C)(C(C)C)C(C)C)[nH]2)c1,COC[C@H](C)Oc1cc(Oc2ccc(S(C)(=O)=O)nc2)cc(-c2ccc(C(=O)N[C@H](C)[C@H](O)CO[Si](C(C)C)(C(C)C)C(C)C)[nH]2)c1,47
CCOC(=O)C1CC1C(O)c1ccc2c(N)ncnn12,CCOC(=O)C1CC1C(O)c1ccc2c(N)ncnn12,20
CC(C)(C)OC(=O)NCCC[C@H]1CN(S(C)(=O)=O)Cc2nc3cnc4ccccc4c3n21,CC(C)(C)OC(=O)NCCC[C@H]1CN(S(C)(=O)=O)Cc2nc3cnc4ccccc4c3n21,32
CC1(C)OC(C)(C)C(Br)C1=O,CC1(C)OC(C)(C)C(Br)C1=O,11
CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1,CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1,21
COC(=O)C1Cc2cc3c(cc2CN1C(=O)OC(C)(C)C)O[C@@H](c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)C(=O)N3C,COC(=O)C1Cc2cc3c(cc2CN1C(=O)OC(C)(C)C)O[C@@H](c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)C(=O)N3C,43
CCOC(=O)Cc1cn2cc(C)sc2n1,CCOC(=O)Cc1cn2cc(C)sc2n1,15
CCOc1cc(C(=O)N2CCC3(CC2)CC(=O)c2cc(-c4ccc(C(N)=O)cn4)ccc2O3)cc(OCC)c1-c1ccc(C(=O)[O-])cc1~[Na+],CCOc1cc(C(=O)N2CCC3(CC2)CC(=O)c2cc(-c4ccc(C(N)=O)cn4)ccc2O3)cc(OCC)c1-c1ccc(C(=O)[O-])cc1~[Na+],49
O=[N+]([O-])c1ccc(OC[C@H]2CO2)c(OCc2ccccc2)c1,O=[N+]([O-])c1ccc(OC[C@H]2CO2)c(OCc2ccccc2)c1,22
O=C1CCOCC1,O=C1CCOCC1,7
CON(C)C(=O)c1n[nH]c2ccccc12,CON(C)C(=O)c1n[nH]c2ccccc12,15
CCOC(=O)c1ccc(O)cn1,CCOC(=O)c1ccc(O)cn1,12
CCOC(=O)C1CC2CSCC(C1)C2=O,CCOC(=O)C1CC2CSCC(C1)C2=O,15
CC(C)[N-]C(C)C~[Li+],CC(C)[N-]C(C)C~[Li+],8
C[C@@]1(Cc2ccc(C#N)cc2)C(=O)N(c2cc(Cl)c(F)c(Cl)c2)c2ncc(I)n21,C[C@@]1(Cc2ccc(C#N)cc2)C(=O)N(c2cc(Cl)c(F)c(Cl)c2)c2ncc(I)n21,29
N#Cc1c(F)cccc1I,N#Cc1c(F)cccc1I,10
Brc1ccc(OC2CCCCC2)nc1,Brc1ccc(OC2CCCCC2)nc1,14
NC1CC1,NC1CC1,4
O=Cc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,O=Cc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,39
Cc1ncc(C2=CCNCC2(C)C)cc1[N+](=O)[O-],Cc1ncc(C2=CCNCC2(C)C)cc1[N+](=O)[O-],18
N#Cc1cccc(B(O)O)c1,N#Cc1cccc(B(O)O)c1,11
CS(=O)(=O)OC[C@H](COc1c(O)cccc1O)OS(C)(=O)=O,CS(=O)(=O)OC[C@H](COc1c(O)cccc1O)OS(C)(=O)=O,22
II,II,2
Cc1ccc[n+]([O-])c1-c1cccc(F)c1,Cc1ccc[n+]([O-])c1-c1cccc(F)c1,15
Nc1ccc(-c2cc3c(cc2Br)OCO3)cn1,Nc1ccc(-c2cc3c(cc2Br)OCO3)cn1,17
OB(O)c1cc(F)ncc1Cl,OB(O)c1cc(F)ncc1Cl,11
FC(F)(F)c1ccc(OCC2=CCN(Cc3ccccc3)C2)c(Br)c1,FC(F)(F)c1ccc(OCC2=CCN(Cc3ccccc3)C2)c(Br)c1,25
COC(=O)c1ccc(-c2nc3cc(C#N)cc(C(C)C)c3o2)cc1,COC(=O)c1ccc(-c2nc3cc(C#N)cc(C(C)C)c3o2)cc1,24
CCO[SiH](OCC)OCC,CCO[SiH](OCC)OCC,10
N#CCOCC1(N)c2cc(I)ccc2Oc2ncc(Br)cc21,N#CCOCC1(N)c2cc(I)ccc2Oc2ncc(Br)cc21,22
COC(=O)c1ccc2ccccc2c1O,COC(=O)c1ccc2ccccc2c1O,15
FC(F)(F)c1ccnc(Cl)c1,FC(F)(F)c1ccnc(Cl)c1,11
Cc1cc(O[Si](C)(C)C(C)(C)C)c(Cl)c(C)c1-c1cccc(CO)c1,Cc1cc(O[Si](C)(C)C(C)(C)C)c(Cl)c(C)c1-c1cccc(CO)c1,25
CCOC(C#CC(=O)C(F)(F)F)OCC,CCOC(C#CC(=O)C(F)(F)F)OCC,15
BrCCOc1ccc(Oc2nc3ccccc3s2)cc1,BrCCOc1ccc(Oc2nc3ccccc3s2)cc1,20
COC(=O)c1nn(-c2ccc(OC(F)(F)F)cc2F)cc(OC)c1=O,COC(=O)c1nn(-c2ccc(OC(F)(F)F)cc2F)cc(OC)c1=O,25
O=S(=O)(c1ccccc1)n1ncc2c(-c3nnc(CCl)o3)cc(Br)cc21,O=S(=O)(c1ccccc1)n1ncc2c(-c3nnc(CCl)o3)cc(Br)cc21,26
COC(=O)c1cccc([N+](=O)[O-])c1N(Cc1ccc(-c2ccccc2-c2nnnn2Cc2ccccc2)cc1)C(=O)OC(C)(C)C,COC(=O)c1cccc([N+](=O)[O-])c1N(Cc1ccc(-c2ccccc2-c2nnnn2Cc2ccccc2)cc1)C(=O)OC(C)(C)C,46
CC(C)(C)CC(=O)c1ccc(C=O)cc1,CC(C)(C)CC(=O)c1ccc(C=O)cc1,15
CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(N)=O,CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(N)=O,16
Brc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)cc2)cc1,Brc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)cc2)cc1,36
CCCCCCCCCCCCCCCCCCCCCC(=O)Cl,CCCCCCCCCCCCCCCCCCCCCC(=O)Cl,24
Cl~NCCOc1c(Br)cccc1Br,Cl~NCCOc1c(Br)cccc1Br,13
O=C(O)c1cc(N2CCCCC2)ccc1O,O=C(O)c1cc(N2CCCCC2)ccc1O,16
CN1CCNCC1,CN1CCNCC1,7
C#CC(C)(C)CC(=O)OCC,C#CC(C)(C)CC(=O)OCC,11
CNc1cccc(F)c1,CNc1cccc(F)c1,9
C1COCCO1,C1COCCO1,6
CC(C)OB1OC(C)(C)C(C)(C)O1,CC(C)OB1OC(C)(C)C(C)(C)O1,13
CCOC(=O)c1c(-c2ccccn2)noc1C,CCOC(=O)c1c(-c2ccccn2)noc1C,17
C#CCOCC(C)(CO)NC(=O)C(Oc1ccc2ncc(C#C)cc2c1)SC,C#CCOCC(C)(CO)NC(=O)C(Oc1ccc2ncc(C#C)cc2c1)SC,28
COC(=O)c1cc(I)cc(-c2ccc(C)cc2)c1,COC(=O)c1cc(I)cc(-c2ccc(C)cc2)c1,18
CC(NC(=O)OC(C)(C)C)c1ccc(Br)cc1,CC(NC(=O)OC(C)(C)C)c1ccc(Br)cc1,17
CNC(=O)CCl,CNC(=O)CCl,6
CC(=O)Nc1cc(F)c(Br)cc1C,CC(=O)Nc1cc(F)c(Br)cc1C,13
c1ccc(Nc2cccc3ccccc23)cc1,c1ccc(Nc2cccc3ccccc23)cc1,17
NCCCCOc1ccc(Br)cc1,NCCCCOc1ccc(Br)cc1,13
Fc1cc(Br)ccc1C#CCN1CCCCC1,Fc1cc(Br)ccc1C#CCN1CCCCC1,17
[Cu]Br,[Cu]Br,2
CCOC(=O)C(N)CC=C1CCOCC1,CCOC(=O)C(N)CC=C1CCOCC1,15
CCCCOc1ccc(C2CCC(C3CCC(=COC)CC3)CC2)c(F)c1F,CCCCOc1ccc(C2CCC(C3CCC(=COC)CC3)CC2)c(F)c1F,28
CC(C)(C)NS(=O)(=O)C1CC1,CC(C)(C)NS(=O)(=O)C1CC1,11
CCOC(OCC)c1cc(CC)c(C(=O)OC)s1,CCOC(OCC)c1cc(CC)c(C(=O)OC)s1,18
N[C@H]1CC[C@H](Nc2cc(I)cc(Cl)n2)CC1,N[C@H]1CC[C@H](Nc2cc(I)cc(Cl)n2)CC1,16
c1ccc(-n2cccn2)cc1,c1ccc(-n2cccn2)cc1,11
CC(Cl)OC(=O)Cl,CC(Cl)OC(=O)Cl,7
O=[N+]([O-])c1ccc(F)cc1Br,O=[N+]([O-])c1ccc(F)cc1Br,11
O=Cc1ccc(C2=CCCC2)cc1,O=Cc1ccc(C2=CCCC2)cc1,13
Cc1ccnc(Cl)n1,Cc1ccnc(Cl)n1,8
COC(=O)C1CCOCC1,COC(=O)C1CCOCC1,10
COCCN(Cc1ccc(Br)nc1)C(=O)OC(C)(C)C,COCCN(Cc1ccc(Br)nc1)C(=O)OC(C)(C)C,20
CC(C)(C)OC(=O)N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)C=[N+]=[N-],CC(C)(C)OC(=O)N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)C=[N+]=[N-],24
OCc1ccc2c(c1)OC(F)(F)O2,OCc1ccc2c(c1)OC(F)(F)O2,13
[Br-]~[Zn+]CCC1OCCO1,[Br-]~[Zn+]CCC1OCCO1,9
C1=CCC=CC1,C1=CCC=CC1,6
COc1ccc(O)cc1O,COc1ccc(O)cc1O,10
C=CCC1(NCc2cn(S(=O)(=O)c3ccc(C)cc3)c3ccccc23)CCN(C(=O)OC(C)(C)C)CC1,C=CCC1(NCc2cn(S(=O)(=O)c3ccc(C)cc3)c3ccccc23)CCN(C(=O)OC(C)(C)C)CC1,37
Brc1ccc2cn[nH]c2c1,Brc1ccc2cn[nH]c2c1,10
O=C(Nc1ccc(C(=O)O)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,O=C(Nc1ccc(C(=O)O)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,37
Clc1ccnc2ccsc12,Clc1ccnc2ccsc12,10
O=C(C=Cc1ccc(OC(F)(F)F)c(Cl)c1)c1c(O)c2ccccc2oc1=O,O=C(C=Cc1ccc(OC(F)(F)F)c(Cl)c1)c1c(O)c2ccccc2oc1=O,28
CC(C)OC(=O)N1CCC(O)CC1,CC(C)OC(=O)N1CCC(O)CC1,13
CC(=O)c1ccc2ncc(Cc3cc4cccnc4cc3F)n2n1,CC(=O)c1ccc2ncc(Cc3cc4cccnc4cc3F)n2n1,24
Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CBr)cc3)nc3c2cnn3C(C)C)c(=O)[nH]1,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CBr)cc3)nc3c2cnn3C(C)C)c(=O)[nH]1,33
COc1ccc(OC)c2c1CCCC2Nc1cc(N2CCNCC2)ccc1S(C)(=O)=O,COc1ccc(OC)c2c1CCCC2Nc1cc(N2CCNCC2)ccc1S(C)(=O)=O,31
Cc1cc(Nc2nc(C(F)(F)c3ccc(F)cc3)nc3cc(CO)ccc23)n[nH]1,Cc1cc(Nc2nc(C(F)(F)c3ccc(F)cc3)nc3cc(CO)ccc23)n[nH]1,29
CC(C)C[AlH]CC(C)C~Cc1ccccc1,CC(C)C[AlH]CC(C)C~Cc1ccccc1,16
CCOC(=O)C(=O)C(Br)CCc1ccccc1,CCOC(=O)C(=O)C(Br)CCc1ccccc1,17
O=[N+]([O-])c1cnc(O)c(Br)c1,O=[N+]([O-])c1cnc(O)c(Br)c1,11
CCC1CCC(N)CC1,CCC1CCC(N)CC1,9
Brc1ccc(-c2ccccc2)nc1,Brc1ccc(-c2ccccc2)nc1,13
Oc1ccc2cnccc2c1,Oc1ccc2cnccc2c1,11
CC(=O)OCc1ccc2nc(Cl)nc(N3CCOCC3)c2n1,CC(=O)OCc1ccc2nc(Cl)nc(N3CCOCC3)c2n1,22
C=C(C(=O)OC)C(=O)OCc1ccccc1,C=C(C(=O)OC)C(=O)OCc1ccccc1,16
CCc1cn(CCO)c(C2CCN(C(=O)OC(C)(C)C)CC2)n1,CCc1cn(CCO)c(C2CCN(C(=O)OC(C)(C)C)CC2)n1,23
O=Cc1c(O)cc(OC2CCCCO2)cc1Br,O=Cc1c(O)cc(OC2CCCCO2)cc1Br,17
COc1ccc2[nH]c(C)cc2c1,COc1ccc2[nH]c(C)cc2c1,12
CCC1CC(=O)CC1c1nnc2cnc3c(ccn3COCC[Si](C)(C)C)n12,CCC1CC(=O)CC1c1nnc2cnc3c(ccn3COCC[Si](C)(C)C)n12,28
FC(F)(F)c1ccc(-c2cnco2)cc1,FC(F)(F)c1ccc(-c2cnco2)cc1,15
CC(C)(C)[C@H]1CC[C@H](Oc2ccc3cc([C@]4(C)COC(=O)N4)ccc3c2)CC1,CC(C)(C)[C@H]1CC[C@H](Oc2ccc3cc([C@]4(C)COC(=O)N4)ccc3c2)CC1,28
CCOCC,CCOCC,5
CC(C)(C)[Si](OC1CCC(=O)C1COC(c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OC1CCC(=O)C1COC(c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,45
O=Cc1ccc(COc2ccccn2)cc1F,O=Cc1ccc(COc2ccccn2)cc1F,17
Cc1ccc(P(Cl)c2ccc(C)cc2)cc1,Cc1ccc(P(Cl)c2ccc(C)cc2)cc1,16
[BH4-]~[K+],[BH4-]~[K+],2
N#Cc1n[nH]c2cc(/C=C3/C(=O)Nc4ccccc43)ccc12,N#Cc1n[nH]c2cc(/C=C3/C(=O)Nc4ccccc43)ccc12,22
COc1cc(OCCO)c(F)c([C@@H](Nc2ccc(C(=N)N)cc2)c2nn(-c3ncccn3)c(=O)[nH]2)c1~Cl,COc1cc(OCCO)c(F)c([C@@H](Nc2ccc(C(=N)N)cc2)c2nn(-c3ncccn3)c(=O)[nH]2)c1~Cl,37
COC(=O)c1cc(OC)ccn1,COC(=O)c1cc(OC)ccn1,12
COc1ccc(CN2CCCc3cc(C(O)c4cc(Br)ccc4Cl)ccc32)cc1,COc1ccc(CN2CCCc3cc(C(O)c4cc(Br)ccc4Cl)ccc32)cc1,29
CCOC(=O)CC(=O)[C@H]1CCN(C(=O)OC)[C@@H](c2ccc(C(F)(F)F)cc2C)C1,CCOC(=O)CC(=O)[C@H]1CCN(C(=O)OC)[C@@H](c2ccc(C(F)(F)F)cc2C)C1,29
CC(C)(C)OC(=O)N1CCCC[C@@H]1CO,CC(C)(C)OC(=O)N1CCCC[C@@H]1CO,15
CC(C)N1CCC(c2ccc(Br)cn2)CC1,CC(C)N1CCC(c2ccc(Br)cn2)CC1,16
O=[N+]([O-])c1cc(CBr)n(CCBr)n1,O=[N+]([O-])c1cc(CBr)n(CCBr)n1,13
Nc1ncnn2c(CCCBr)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12,Nc1ncnn2c(CCCBr)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12,30
Nc1ccc(O)cc1,Nc1ccc(O)cc1,8
O=C(Cl)c1cccc(NC(=O)c2ccccc2)c1,O=C(Cl)c1cccc(NC(=O)c2ccccc2)c1,18
O=C(c1ccc(Br)cc1)C(F)(F)F,O=C(c1ccc(Br)cc1)C(F)(F)F,13
CCCCOCc1ccc(C=O)cc1,CCCCOCc1ccc(C=O)cc1,14
O=Cc1ccc(-c2ccc(-c3cccs3)c3nsnc23)s1,O=Cc1ccc(-c2ccc(-c3cccs3)c3nsnc23)s1,21
CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,28
O=C(NC1(C(=O)OCc2ccccc2)CCCCC1)c1cc2ccccc2s1,O=C(NC1(C(=O)OCc2ccccc2)CCCCC1)c1cc2ccccc2s1,28
Cn1nnnc1C(=NO)c1ccccc1,Cn1nnnc1C(=NO)c1ccccc1,15
CC(C)OC(=O)c1ccc2c(C3CCCC3)cn(C)c2c1,CC(C)OC(=O)c1ccc2c(C3CCCC3)cn(C)c2c1,21
O=C(c1cc2cccnc2cc1F)c1cnc2ccc(Cl)nn12,O=C(c1cc2cccnc2cc1F)c1cnc2ccc(Cl)nn12,23
[K],[K],1
CCOC(=O)CNC(=O)CC(C)(C)Nc1ccc(Cl)cc1,CCOC(=O)CNC(=O)CC(C)(C)Nc1ccc(Cl)cc1,21
COc1cc(O)ccc1C=O,COc1cc(O)ccc1C=O,11
COc1ccccc1-n1cc(C=O)c(C)n1,COc1ccccc1-n1cc(C=O)c(C)n1,16
CC(C)(C)C(N)=O,CC(C)(C)C(N)=O,7
CC(C)(C)[Si](C)(C)OCCn1c(=O)c(=NO)c2ccccc2c2cccnc21,CC(C)(C)[Si](C)(C)OCCn1c(=O)c(=NO)c2ccccc2c2cccnc21,28
Nc1ccccc1C(=O)Nc1ccccc1,Nc1ccccc1C(=O)Nc1ccccc1,16
C[C@@H](N)c1ccccc1,C[C@@H](N)c1ccccc1,9
COc1ccc(COC(=N)C(Cl)(Cl)Cl)cc1,COc1ccc(COC(=N)C(Cl)(Cl)Cl)cc1,16
Cc1ncnn1-c1ccc(Nc2n[nH]c(C(CCCCl)c3ccc(F)cc3)n2)cc1F,Cc1ncnn1-c1ccc(Nc2n[nH]c(C(CCCCl)c3ccc(F)cc3)n2)cc1F,31
CON(C)C(=O)c1ccc(Cl)nc1,CON(C)C(=O)c1ccc(Cl)nc1,13
C=CC[Mg]Br,C=CC[Mg]Br,5
Fc1ccccc1Br,Fc1ccccc1Br,8
COS(=O)(=O)OC,COS(=O)(=O)OC,7
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cc(C)c1N,Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cc(C)c1N,19
Cl[Mg]Cc1ccccc1,Cl[Mg]Cc1ccccc1,9
O=C(O)c1ccc(C(CCCC(F)(F)F)Oc2ccc(Br)cc2)cc1,O=C(O)c1ccc(C(CCCC(F)(F)F)Oc2ccc(Br)cc2)cc1,25
C[Si](C)(C)CCOCn1ccc2c(-c3cn[nH]c3)ncnc21,C[Si](C)(C)CCOCn1ccc2c(-c3cn[nH]c3)ncnc21,22
CCOC(=O)c1ccc(O)c(OC(C)=O)c1,CCOC(=O)c1ccc(O)c(OC(C)=O)c1,16
CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)OCc2ccccc2)c1F,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)OCc2ccccc2)c1F,25
COc1ccc(-c2ccc(-c3cccc4ccccc34)cc2)c2ccccc12,COc1ccc(-c2ccc(-c3cccc4ccccc34)cc2)c2ccccc12,28
CCOC(=O)c1ccc(C(C)N=[N+]=[N-])s1,CCOC(=O)c1ccc(C(C)N=[N+]=[N-])s1,15
O=S(=O)(C1=CCOc2c(F)ccc(F)c21)c1ccc(Cl)cc1,O=S(=O)(C1=CCOc2c(F)ccc(F)c21)c1ccc(Cl)cc1,22
CCOC(=O)c1cc2cccc([N+](=O)[O-])c2[nH]1,CCOC(=O)c1cc2cccc([N+](=O)[O-])c2[nH]1,17
CCOC(=O)CC1CN=C(c2cc3cc(Oc4ccc(S(C)(=O)=O)nc4)cc(CC)c3[nH]2)S1,CCOC(=O)CC1CN=C(c2cc3cc(Oc4ccc(S(C)(=O)=O)nc4)cc(CC)c3[nH]2)S1,33
CC(C)(C)CC1CC(C=C(Br)Br)C1,CC(C)(C)CC1CC(C=C(Br)Br)C1,13
COc1cc(CC#N)ccc1Cl,COc1cc(CC#N)ccc1Cl,12
O=C(O)C=CCCOC1CCCCO1,O=C(O)C=CCCOC1CCCCO1,14
[Cl-]~[Cl-]~[Zn+2],[Cl-]~[Cl-]~[Zn+2],3
CC1CN(C(=O)OCc2ccccc2)C12CCCN(c1ncnc3[nH]ccc13)C2,CC1CN(C(=O)OCc2ccccc2)C12CCCN(c1ncnc3[nH]ccc13)C2,29
C#CCC(CC#C)CC(=O)NCCNC(=O)OC(C)(C)C,C#CCC(CC#C)CC(=O)NCCNC(=O)OC(C)(C)C,21
OB(O)c1ccccc1-c1nnnn1C(c1ccccc1)(c1ccccc1)c1ccccc1,OB(O)c1ccccc1-c1nnnn1C(c1ccccc1)(c1ccccc1)c1ccccc1,33
C#CCCCCCCCC,C#CCCCCCCCC,10
c1ccc(CCc2cc3cccnc3[nH]2)cc1,c1ccc(CCc2cc3cccnc3[nH]2)cc1,17
Cc1c(CO)cc2ccc(F)cc2c1OCc1ccccc1,Cc1c(CO)cc2ccc(F)cc2c1OCc1ccccc1,22
CCCCCC(C)(O)CCO,CCCCCC(C)(O)CCO,11
CC1(C)Oc2ccccc2NC1=O,CC1(C)Oc2ccccc2NC1=O,13
Cc1nn(S(=O)(=O)N(C)C)cc1Br,Cc1nn(S(=O)(=O)N(C)C)cc1Br,13
COC(=O)c1cc(F)c(N)cc1Br,COC(=O)c1cc(F)c(N)cc1Br,13
COc1cc(F)c2c(c1)C1(CCOC(NC(=O)c3ccc([N+](=O)[O-])cc3)=N1)c1cc(Br)ccc1O2,COc1cc(F)c2c(c1)C1(CCOC(NC(=O)c3ccc([N+](=O)[O-])cc3)=N1)c1cc(Br)ccc1O2,35
O=C(O)c1ccc(O)cc1,O=C(O)c1ccc(O)cc1,10
COC(=O)C(=Cc1ccc(C)cc1)C(C)=O,COC(=O)C(=Cc1ccc(C)cc1)C(C)=O,16
O=C(O[C@H]1CN2CCC1CC2)C(Nc1ccc(F)cc1)c1ccccc1,O=C(O[C@H]1CN2CCC1CC2)C(Nc1ccc(F)cc1)c1ccccc1,26
CCOC(=O)C1CCN(c2ccc(OC)nn2)CC1,CCOC(=O)C1CCN(c2ccc(OC)nn2)CC1,19
CC(C)(C)OC(=O)N1CCOC(C(=O)O)C1,CC(C)(C)OC(=O)N1CCOC(C(=O)O)C1,16
COc1ccc(-n2nc(C3(O)CCC4(CC3)OCCO4)cc2-c2ccc(C)cc2)cc1,COc1ccc(-n2nc(C3(O)CCC4(CC3)OCCO4)cc2-c2ccc(C)cc2)cc1,31
C[C@@H](Nc1c([N+](=O)[O-])c(Cl)nc2ccccc12)c1ccccc1,C[C@@H](Nc1c([N+](=O)[O-])c(Cl)nc2ccccc12)c1ccccc1,23
CCc1cc(Oc2ccc(S(C)(=O)=O)nc2)ccc1N,CCc1cc(Oc2ccc(S(C)(=O)=O)nc2)ccc1N,20
O=C(O)C1CC2CC1C(=O)O2,O=C(O)C1CC2CC1C(=O)O2,11
