,0
PROFVStev,0.74873
BALABETAtc,0.9569268
ACSPHAC70,0.9508779
HHDDH,0.9378588
LAAL20,0.9414699
DASYN184_6_9_12_15,0.9423691
PLDAGAT_PALM_PALM_LNA_PE_16_c,0.9577917
ACRS,0.95131695
PI45P5P_18_2_18_1,0.95152
HPPPNt2r,0.8887303
IBUP_RASCL1hep,0.92730397
r1530,0.9581545
N8ASPMDte,0.639884
GLYPHEtr,0.8933979
UGLDDS2_1,0.9482076
ETOHMO,0.95707166
THMt3,0.95661986
r2287,0.9549009
PEDS1829Z12Z1835Z9Z12Z,0.95375836
PHAPCP80,0.9459887
TEGAt,0.7506474
PLDAGAT_MYRS_EPA_EPA_PC_6_c,0.9577856
UDPG1P,0.94958025
R05217_nad,0.9544403
PMI12346PH,0.9463149
PHAPCT40,0.9467658
DKMPPD3_1,0.9562092
STCRNtr,0.93810993
UDCASULT,0.95207626
TRPGLUGLYt,0.88367003
TCA3St,0.94312686
OA18LL,0.8954973
CDS_18_1_18_1,0.94732624
SOLPOOL,0.9482977
LEUASPLYSr,0.9467383
LEUKTRF4t,0.9556128
PHELYSALAt,0.85943216
C120CPT1,0.9214154
PLDAGAT_DHA_EPA_ARA_PE_11_c,0.9576614
CYTK13,0.9568561
PI345P3P_18_1_20_4,0.94657606
PLDAGAT_PALM_HDE_GLNA_PC_4_c,0.9578282
MSO3abc,0.91723883
GOX,0.9576479
ASPPROASCT1,0.95780027
CPS_1,0.9576761
SERGLUGLNtr,0.9067193
ACOADAGAT1819Z1819Z18111Z,0.95590156
GABAVESSEC_1,0.95758724
PIt2r,0.9579534
RE3503C,0.9335606
SMS11,0.94948804
OA42PL,0.9340869
CSASULPteb,0.93081445
ALALYSTHRr,0.9418631
EAR60y,0.94824684
PLDPE_LNA_ARA_c,0.9557345
RNTR2_2,0.95744693
AHCi,0.9569179
NADH2r,0.95584047
PEDS1801845Z9Z12Z15Z,0.9539197
PLDAGAT_HDE_PALM_PALM_PE_12_c,0.9578958
LPCAT_DHA_HDE_sn2_c,0.9580173
RHA60tpp,0.9012718
2H3MPt,0.84631103
MYCFLUX5,0.9489354
6MELACAChep,0.9032418
OXAtpp,0.9118647
PLDAGAT_HDE_HDE_GLNA_PC_4_c,0.9578055
r1873,0.9582288
PIPLC_18_2_16_0,0.95354986
PLDPC_EPA_EPA_c,0.95719224
ASNTYRGLYt,0.8454232
DESAT16,0.958187
GLPASE2a,0.9476474
RE0926C,0.95310277
CPGNR2,0.952104
ALGE4,0.9288601
SMS15,0.9500273
ACAC_Et,0.9576277
PDX5PSa,0.9436772
TAGAH_MYRS_EPA_MYRS_c,0.9579422
DAGK_LNA_ALNA_c,0.95309126
CBFCpp,0.9461317
RE0066C,0.88370156
ACTD,0.95493865
SACCD1,0.9549904
LYX_L_Et,0.12288312
PIP3P_LNA_PALM_c,0.9467856
SARCStex,0.845373
PLDAGAT_LNA_EPA_GLNA_PC_2_c,0.9578175
PLDAGAT_LNA_EPA_ARA_PE_12_c,0.95765996
RETINALt,0.9442294
r1893,0.9582616
FEROXBFER3,0.9490754
CYSabc,0.95829916
PLDAGAT_HDE_EPA_HDE_PC_4_c,0.95791847
CAOPT,0.94510794
SPHMYLN181201_hs_SECt,0.9302753
PI4PP,0.956879
THMMPtrbc,0.9528464
RBTCT,0.9499735
RDH1,0.9559184
RECOAH24,0.9478227
COt,0.9341716
OA18PST,0.9353451
PLA2PC_OLE_STA_c,0.9553247
FACOAL191,0.90771043
PLA2PA_EPA_GLNA_c,0.9566162
PPA_1pp,0.9583085
PGLYCABCte,0.9419904
HMR_0260,0.95598656
LCA3Sabc,0.94142944
BZALtex,0.9064279
RE2975C,0.8411158
SBO3rt2pp,0.9363221
ACHLE1,0.94079435
BCT1_syn,0.95403636
G13MT_U,0.9312617
MPOMOR,0.95540893
r1690,0.9582531
OA53LVL,0.90094763
PROTS_LLA_v3,0.71675736
OSUCCL,0.9519394
PCD6DS_PALM_GLNA_sn2_c,0.95774984
CTBTCAL2,0.8695976
XOLESte_16_0,0.81186336
DASYN_SA,0.9541735
ARTCOAL3,0.95563084
SPHPL,0.9455757
PLDAGAT_HDE_MYRS_GLNA_PC_4_c,0.95785767
CEPTC_16_0_16_1,0.9529149
MALt2_3,0.9574611
PLDAGAT_PALM_MYRS_PALM_PE_14_c,0.95775735
SALADC2,0.9574302
PLIPA2E181d11pp,0.95041996
OA1_3_19PST,0.9353106
FUCACNGAL14ACGLCGALGLUSIDEte,0.6779668
LVSTACIDtu,0.93352133
LYSGLUGLYtr,0.9076819
AMPEP9,0.9482919
NDERSVteb,0.8104063
PLDAGAT_LNA_EPA_ARA_PC_3_c,0.9577167
RHMNT2,0.7994896
EBASTINEOHte,0.0667139
UAGAAT,0.9511066
r0796,0.951035
r1983,0.95823526
DAGK_MYRS_STC_c,0.95496505
HMR_0383,0.950239
10MDOD,0.93641794
PLDAGAT_MYRS_EPA_LNA_PC_3_c,0.9579021
HMR_0825,0.9545093
15KPROSTGF2t,0.88811487
LDL_HSSYN,0.93647784
RDH2a,0.9524623
ICDCHOLabc,0.9468876
HMR_0375,0.9491456
PLDPE_PALM_ALNA_c,0.95291114
r2184,0.95526564
DAGAH_EPA_ARA_c,0.9557014
PC8XM,0.9533636
TEO2M,0.55711675
DOPAc,0.9570821
FAS140COA,0.9573502
FASm2201,0.9448332
RAFFINt2,0.9501546
LPS2_18_0_18_2,0.95568466
DHNAOT_1,0.95460653
LPASE_18_1,0.95548916
CADMO,0.932365
PLA2PC_PALM_OLE_c,0.95766485
R05219,0.942898
PLA2PE_LNA_DHA_c,0.95778143
THRILEARGr,0.94899595
MAGAH18111Z_1,0.9461208
FK,0.9454534
PLDAGAT_PALM_HDE_HDE_PC_4_c,0.9578738
PCHOLEIC_HSABCt,0.94368684
FASm2001,0.9436791
ACHEe,0.9560563
UPPN,0.95487595
CDIPT_HDE_EPA_c,0.94460315
LPLIPA6,0.93971056
LPSSYN_EC,0.9433774
UDDH23,0.9501557
aratyr3,0.9571842
TRPTHRTYRt,0.87576145
PUNP1_1,0.9552175
3hoxpactex,0.70321983
OA9_46_27PL,0.94059217
ACGALptspp,0.888279
PLDAGAT_MYRS_EPA_HDE_PE_10_c,0.9579301
RHACOAEP90,0.95134294
RE3310C,0.88306
CODH_ACS,0.93305224
FAMPL1,0.9360816
INSt5,0.9544687
RHACOAR121d5,0.95197904
PCD6DS_LNA_STA_sn2_c,0.95463437
PLDAGAT_MYRS_EPA_GLNA_PC_3_c,0.95787
MannanSys,0.8932204
HDDR5,0.9318011
RE3431C,0.94154274
TUDCASULT,0.9521832
AGPATCOA_OLE_OLE_c,0.9570514
GTMAN12MAN,0.9228627
3HPPt,0.9233437
RE1915C,0.93525034
HMR_2558,0.95053166
GLYVESSEC_1,0.9582959
RE2625C,0.9516381
DURIPP_1,0.9527798
LCAT43e,0.9521795
OCMAT3,0.9424617
OA53PVL,0.93350357
PLDAGAT_DHA_EPA_DHA_PC_7_c,0.9575735
PLDAGAT_HDE_EPA_DHA_PC_8_c,0.95770663
DAGK_SA,0.95022833
PCW3DS_HDE_ETA_sn2_c,0.95231104
PLDAGAT_MYRS_EPA_GLNA_PE_16_c,0.95782125
SUCBZL_1,0.9252381
RE3631C,0.85578114
MEGLYXYLt,0.89839154
SALCHS4FEexs,0.42233998
LIDODM,0.92550427
r2165,0.9565585
CDIPTr_18_1_20_4,0.94499606
ACHVESSEC,0.9570581
CDIPTr_18_1_18_3,0.9338834
DNA_1,0.9431714
LPS2TST,0.62357074
OA28acF,0.936243
OPHHX3,0.9258736
MEPIVESSte,0.9495836
PAPA_HDE_DHA_c,0.95551056
PAFH_cho,0.9463594
PMTCRNte,0.9312264
GLCR1TRB1,0.93035954
3OHGLUTACOAT3t,0.9020577
LCADi_D,0.95628613
PLDPE_STC_ARA_c,0.9557453
LCAT44e,0.9536555
LPS_LM,0.9378541
LKDRA,0.92924595
RE2131C,0.9148849
4NPHSFte,0.7271244
LPCAT_MYRS_STC_sn2_c,0.95612895
2H3MVc,0.9323016
HMR_1627,0.9226723
4OHBUTtce,0.0667139
AM4NCSteb,0.93441576
CD2t4pp,0.9436901
LPEH140_sn1_c,0.95783406
PLDAGAT_HDE_MYRS_PALM_PC_1_c,0.9579188
r2196,0.95573497
LPCAT_HDE_PALM_sn2_c,0.95808184
r2251,0.955374
OCHCCH,0.925983
HISyLATthc,0.95819104
HC00900t4,0.95228934
GLS2,0.9489689
r1745,0.9582637
PLDAGAT_PALM_HDE_PALM_PE_10_c,0.9579013
PLDAGAT_MYRS_EPA_LNA_PE_13_c,0.9578207
r1831,0.9582184
r0422,0.95081043
GTP8OXO,0.9092684
CDIPTr_16_0_20_4,0.94125324
r1657,0.9582637
r2161,0.95666075
RE3514C,0.9536265
G12MT1,0.929615
ACOADAGAT_HDE_ARA_ARA_c,0.9579595
HISASPt,0.87083626
TRPMETARGr,0.944814
PMEACPE,0.92866224
KAT27,0.9371879
r1776,0.95820516
SMVHYDROhep,0.95057386
ECOAH22,0.93698055
ACOADH1,0.9544682
FA1822ACPH,0.92445445
UNGSA1,0.95159245
CITt12,0.94837797
3HAACOAT141,0.9509509
PLDAGAT_HDE_ARA_HDE_PC_6_c,0.9578792
PLDAGAT_HDE_MYRS_PALM_PC_6_c,0.9579196
r2318,0.95535064
O16AP1pp,0.9346145
ASP4DC,0.9582129
LPS39TVL,0.6296424
PHETYRLYSt,0.87142926
ITCY,0.9573465
GALCTRt2,0.85696566
PI34P5K_cho,0.9546724
r1546,0.95826304
PE18111Z1835Z9Z12Zt,0.93622833
CRTNtpp,0.9385263
Kt1,0.95793545
2HATVACIDtep,0.94903547
GGDPR,0.9560737
ETHAK,0.9576065
GLYCDy,0.9512949
THZPSN1_SC,0.9538895
TRPB0AT3tc,0.9581571
RTOT_2_cho,0.93448484
GFUCS,0.9560346
r2088,0.9568911
1HIBUP_Sthv,0.134544
FASm340,0.94803727
KAT21,0.9445136
GALt2_2,0.95713013
DGSNt2,0.9530157
DHBPTt,0.85427326
3OAR220_c,0.9335121
SMTZS,0.9255231
DNADDP,0.9542747
PAPA_PALM_MYRS_c,0.95678186
DGGPGP,0.92543435
GLNALANaEx,0.9582599
RE3532C,0.75049347
LPCAT_EPA_PALM_sn2_c,0.95805305
DGDGS_HDE_HDE,0.9494155
ALPATG181pp,0.89950335
r2362,0.9544591
GLPASE2,0.94808245
DMGDH,0.95404005
DAGAH_OLE_PALM_c,0.9579854
LPLIPAL1A181pp,0.93967634
PGPP182_9_12,0.85159427
LPLIPAL2ATE160,0.9425113
LTHSTRLt,0.94351554
MOCOS,0.9445835
PI3P4K_18_0_18_1_EC_2_7_1_68,0.9427751
PSD160,0.95403594
LYSLYSLYSt,0.85582304
DAGAH_OLE_ARA_c,0.95550287
OA60PL,0.93564904
PLA2PE_LNA_HDE_c,0.95804954
PLDAGAT_HDE_EPA_HDE_PE_11_c,0.95786005
r2065,0.95820165
C04717ATP,0.94550335
MGTD,0.9386452
ATVACIDOATPtu,0.9532877
4MCAT23DOX,0.9395436
UNDPGALNACT,0.9571775
RHCYS,0.9126121
LAAL31,0.93744063
3IPM3MT,0.8700472
ACYP_3,0.95758516
23CAPPD,0.86427575
ARGLEUPHEt,0.8580764
DAGAH_MYRS_EPA_c,0.9579283
DAGAH_LNA_OLE_c,0.9551208
HMR_2484,0.9574341
OA4VL_ST,0.94579715
PLDAGAT1819Z1819Z1819Z3,0.9559438
DHCRD1_cho,0.9557446
CBL2OR,0.9208557
3HIBUP_Sthv,0.7568746
CYSPHELAT2tc,0.95824283
UND2ONEtex,0.52411914
PEDS1819Z1829Z12Z,0.9553725
ACCOX_c,0.8834302
COLIPABabcpp,0.93699753
OA53F,0.9323549
CYP2R1,0.9532287
HMR_0428,0.9494494
RN0027C,0.9020354
3MBALDt,0.778941
3_4DHBZt2,0.7847053
PIP4K_EPA_HDE_c,0.94941634
OALmin_ST,0.90401936
PLDAGAT_PALM_HDE_GLNA_PC_3_c,0.95782214
NP1,0.95519525
PYDXDH_1,0.9531868
ITLTAS,0.71745616
6MTR2EO,0.9270685
AGMHE,0.9553898
GTOA54I,0.93931544
CHOPT_EPA_DHA_c,0.95650107
r0186,0.95727277
AGPATi_LM,0.8978286
FACOAL60i,0.9452204
NEU25,0.9550553
PLDAGAT_MYRS_HDE_PALM_PE_14_c,0.9578696
TRPabc,0.9582914
HACD17i,0.938663
VNDH_3,0.9436897
LEUKTRC4t,0.9566112
TAGAH18111Z18111Z1819Z,0.9565489
HOCHL3,0.92388844
VALHISASNr,0.9443008
PLDAGAT_DHA_EPA_ARA_PC_4_c,0.9576884
PAPA_DHA_LNA_c,0.95396835
TARTDC,0.9531362
CE7082UPKt,0.9299553
FASm260,0.94535387
MALTATr,0.9271059
LPLPS1AGPE18111Z,0.9571072
OA42LVL,0.91094536
ALPATE161pp,0.7670553
OPALM1,0.9465896
OMMBLHX,0.95406055
PHELEUt,0.882048
HMR_4701,0.9549014
r2232,0.9563159
CBIuabcpp,0.9438091
r0747,0.9510769
DANNt2,0.892187
HMR_0298,0.95185095
PHADPCT60,0.9428898
SHS1,0.95247984
AKO,0.9580013
HMR_2666,0.9503679
r2228,0.9564967
PLDAGAT_HDE_PALM_LNA_PC_8_c,0.95785123
LIPY,0.93787014
LAAL33,0.93743026
CRVSM24tev,0.91366094
TAGAH_MYRS_EPA_HDTTE_c,0.9483706
DAAO,0.87160283
LINOFATPtc,0.956188
PLA2PC_EPA_GLNA_c,0.958005
PI35P3P_cho,0.95319337
OBDHc,0.9577176
LPLIPAL2ATG161,0.90011865
4M3OPAO,0.92433316
FACOALP70t2pp,0.9172936
CODH4,0.9576746
DKFPS2,0.94999576
PLDPE_MYRS_PALM_c,0.9568139
TAGAH_OLE_EPA_DHA_c,0.9579314
LYSAM,0.9517359
MK11t,0.12454511
DMGLYtex,0.8980564
MAGAH18111Z,0.9552747
ACOADAGAT1819Z1819Z160,0.9558581
AHEXASE3,0.9468429
FAO3,0.958013
OA51LL,0.8993323
PLDAGAT_HDE_ARA_ARA_PE_15_c,0.95766336
PHAP2C60,0.94580114
PGPP_SA,0.92501515
r2151,0.9568886
ACBIPGT,0.9490124
UDCHOLt2,0.95703053
PLDAGAT_PALM_EPA_ARA_PC_4_c,0.95777565
AGPAT1_16_0_18_4,0.9537163
LPPGS,0.9317138
TAGAH_HDE_HDE_HDE_c,0.9580655
r0242,0.9397808
ALCD4,0.95320106
PLA2PE_DHA_MYRS_c,0.9567879
PI45PLC_18_0_18_0,0.95220405
PROSTGI2c,0.94798315
24NPHte,0.5881259
PPYRDC,0.9570028
r1687,0.9582493
RHAT40tpp,0.9151899
LPS2TVL,0.5734511
VALPHEARGt,0.8709818
r1908,0.9582266
TAGAH_EPA_EPA_EPA_c,0.9580502
PLDAGAT_MYRS_EPA_PALM_PC_8_c,0.9579482
IBUPGLUCtchep,0.9181936
udcdp20OagLpp,0.9062159
CBLTDe,0.95016915
CYO1b2pp_syn,0.9452077
HIPA,0.94147253
HMR_6583,0.9565391
HMR_9604,0.95745087
PBUTT,0.9497529
HMR_0846,0.95208114
CLS,0.9419356
SQDGS_HDE_TTC_c,0.92584425
DOPAQNISO1,0.95277
NPTHLte,0.6403155
TAURt,0.957164
DOLK11,0.93158
RE2677C_1,0.94824183
MELTGH,0.8956727
PCHOLSTE_HSABCt,0.94578236
UDGMS,0.93998295
OAP5pp,0.9280457
PPOHtex,0.55972666
FAD_8,0.9535219
GTMAN13ABE,0.9365868
PLDAGAT1819Z18111Z1602,0.9551533
MIPC126PLC_SC,0.9473047
COLIPAtexmin,0.7710353
PASYN_EC,0.951657
CPC4MT,0.9475663
GLCt2_2,0.95764893
ACSPHACP80,0.9518262
OACT,0.935324
CRNDCAL2,0.90077263
OA35PST,0.9378229
PLA2PE_OLE_LNA_c,0.95794946
r0708,0.9464753
25HVITD2tin,0.8772617
GTLOA11,0.94054204
THRASNTYRt,0.8451945
AGLPH_cho,0.9410367
PLIPA2A140pp,0.9379211
CHLSTD78I,0.9504396
GTLOA62,0.93934727
OA4Lmin_ST,0.9428288
UDPDPS3,0.9555345
PLCTI1,0.8039815
PLDAGAT_HDE_EPA_OLE_PE_9_c,0.9569418
HMR_0346,0.9507313
THRTYRMETr,0.9448556
DHAt,0.94047034
AGPATCOA_EPA_HDE_c,0.95721585
METATB0tc,0.9581655
PE1819Z1819Zt,0.93155324
LPFPLT,0.9176084
SERDGLYexR,0.95381767
AGPATCOA_MYRS_HDE_c,0.9564486
HMR_2693,0.8966011
GTPCI_1,0.95753556
ALDD3C7_c,0.9169463
MQNS,0.95576394
PLDAGAT_DHA_EPA_DHA_PC_6_c,0.9576099
PLDAGAT_MYRS_ARA_HDE_PE_16_c,0.95770216
SHCHF3,0.9438644
CYSGLNNaEx,0.9582616
LPEAT_DHA_GLNA_sn2_c,0.9579262
HMR_1478,0.9434613
ALALYSTHRt,0.845294
FDH3,0.95711976
DOHDUS,0.9193606
r2496,0.9575478
PHAPC40,0.94838655
ICITt2,0.95001817
PHET,0.9514408
ECA4COLIPAt1ex,0.9351179
AGPAT1_18_0_18_2,0.9532486
4AHMMPt,0.9486326
DGTSDS1601845Z9Z12Z15Z,0.91218925
HMR_1980,0.9453644
HMR_2336,0.92534393
PI345P3P_18_0_18_1,0.9483906
PPIOGLYte,0.12912826
PLDAGAT_MYRS_HDE_PALM_PC_1_c,0.9578652
PLDAGAT_OLE_PALM_PALM_PE_12_c,0.9578801
HMR_4079,0.95689636
PRGNLONEte,0.9335759
CYTK2_1,0.9568207
CDS_16_0_18_1,0.94637173
SMS3,0.9496925
PLDAGAT_EPA_EPA_PALM_PC_3_c,0.95796955
DHPS2_1,0.9483147
DDMAT5,0.93210816
DCTCP,0.95763654
ILEPHELAT2tc,0.95821685
OA55PVL,0.94167453
VACCt,0.9550223
FACOAL204,0.9581121
r1765,0.9582154
PLDAGAT_MYRS_EPA_LNA_PC_5_c,0.9579558
HMR_0208,0.9488915
PLDAGAT_HDE_EPA_OLE_PC_3_c,0.9572422
GGTP2,0.43859038
CDS_18_2_16_0,0.94512767
AMID3,0.9497833
FAH3_1,0.9529451
ETHAPT_MYRS_DHA_c,0.95618945
PAPA_OLE_ALNA_c,0.95387363
C14825td,0.9368285
NEU39e,0.8734643
PETNT161pp,0.9442321
PLDAGAT_MYRS_EPA_MYRS_PC_7_c,0.95685923
r2235,0.95565623
PLA2PE_STC_MYRS_c,0.9568993
r1995,0.9582044
FAEL184_cho,0.9567221
r2495,0.95754564
ANS2,0.9546304
FTHFI_1,0.95658666
r0642,0.95286804
CAt4,0.95739174
G3PAT160_1,0.9579469
2ACLMM,0.93996525
DLCYSR,0.9093361
ILEARGILEr,0.94273883
ABTD1,0.94999653
PLDAGAT_LNA_EPA_GLNA_PC_4_c,0.9578265
FAS100COA,0.9563991
TRPILETRPr,0.94438314
PREPHACPH,0.94748557
PLA2PC_EPA_ARA_c,0.95794374
DIGALSGALSIDEte_cho,0.0667139
r0739,0.95338285
G3PAT180_1,0.9577039
GAPDi_nadp,0.95666564
FORMCOAL,0.95580506
LPLIPAL2A180,0.9366385
TAGLIPA182d9d12,0.87530786
HMR_0287,0.9552488
LAAL11,0.9372641
TRPALAPROt,0.87151885
LPEAT_PALM_DHA_sn2_c,0.9577355
r2332,0.95363486
C101CRNe,0.59140563
NADK2,0.9579238
VALVALr,0.94667894
CE7096te,0.89972407
SER_AL,0.9580587
3DHDCAS,0.95448023
PLDAGAT_HDE_MYRS_PALM_PC_5_c,0.9579629
C16DCc,0.79004294
PLDAGAT_HDE_EPA_DHA_PE_16_c,0.95765644
PYDXO,0.9558811
PLDAGAT1801819Z1819Z1,0.95618
PLPSA21801835Z9Z12Z,0.9557193
LAULKD,0.952369
LPLIPAL1G160pp,0.94028133
MMSDHir,0.95479375
T2ORX,0.9433635
MYCON2,0.9426718
PEALtex,0.8051591
PLDAGAT_HDE_ARA_HDE_PC_5_c,0.9579174
BTDDtpp,0.91423273
LTAS_LLA,0.91626024
PLDAGAT_HDE_PALM_EPA_PE_15_c,0.95761085
AGPATCOA_DHA_MYRS_c,0.95536757
PLDAGAT_HDE_ARA_HDE_PC_8_c,0.95790833
TARTRDH,0.943481
G6PI_1,0.9567845
r0649,0.93391013
PLDAGAT_HDE_ARA_PALM_PC_4_c,0.9578872
O2t,0.957297
ECOAH36,0.93978256
PEPALM_HSt1e,0.94568455
C6DCc,0.9061019
LYSGLUGLUt,0.8431099
UDPGLCURtr,0.8704012
LNLCCOADS,0.9581757
O16G1e,0.90680724
PLDAGAT_HDE_EPA_PALM_PE_11_c,0.95795697
TAGAH18111Z1819Z160,0.95620316
NORMETEVESSte,0.9389257
PLDAGAT_HDE_ARA_PALM_PC_2_c,0.9578975
PLDAGAT_PALM_EPA_EPA_PE_12_c,0.9576619
GSNt4,0.955227
CE5643te,0.7599298
TRPTHRGLUr,0.94396293
BACCL2,0.63348854
2AACLPGT180,0.94123584
FUCASE2e,0.6528953
HMR_2334,0.9327407
A6PAG,0.95488167
LEUPROr,0.94436824
RHACOAET40,0.95057696
HMR_0807,0.9495686
RE0574C,0.9289317
AGLPR,0.89383364
ACBIPGT_2,0.9459399
DESAT18,0.9580599
LPS30TST,0.7500564
ATPS10rpp,0.95831037
EAR120x,0.95337266
TYRALAt,0.8698642
ACOADAGAT_MYRS_HDE_HDE_c,0.95802075
ALGL,0.9303659
DHORDi,0.95632416
GALMAN4abc,0.9442271
PC11M,0.94334364
DNTP,0.9271545
ECOAH20,0.9354198
LPS40TVL,0.5728381
TM_GL1,0.94729596
C181SN,0.95700115
PI45PLC_18_0_18_1,0.9518381
r1562,0.95824116
HC02194te,0.95701647
G3PD4,0.9567428
MOGAT,0.954001
r0410,0.77378887
FECRMabcpp,0.9500768
23CN2P1,0.9266867
PSt3,0.95320696
HMR_2270,0.9359554
r0595,0.94896215
ICITRED,0.9501323
OA4VLmin_ST,0.9428288
ASPGLUPROt,0.84535795
FVSteb,0.9507448
KAT33,0.94990283
LCAT50e,0.9516082
PLDPE_HDE_STC_c,0.95442384
F6Pt6_2,0.9471406
MAGAH1619Z_c,0.95767546
GLYPHEAP,0.9457355
FAD_13,0.9536244
RE2523C,0.84286857
SERARGTRPr,0.9466798
SPHMYLN1824_hs_ATPt,0.9308733
UDPKAAT,0.94344234
HMR_0942,0.9550402
ETHAPT_LM,0.92117596
ACOADAGAT18111Z18111Z1819Z,0.95649254
CYSASNNaEx,0.95825255
RE1834C,0.9541178
TRPPROLEUr,0.9426647
DAGK_EPA_STC_c,0.95535195
FEDCabc,0.9555749
PLA2PC_MYRS_STA_c,0.9552018
r1841,0.9582531
THISAT,0.9296412
TMDOATthc,0.94999343
RE0830C,0.9381708
METARGLEUr,0.94424635
DALALEUD,0.95131487
CATC180_c,0.95350534
HISPROLYSr,0.94586277
FAS120COA,0.9566999
PI4P5K_18_0_20_4,0.9468631
ANDRSTRNGLCte,0.8428941
r2205,0.9567799
HISTASE,0.9554515
PLA2_2_20_4_20_4,0.94307745
SMVtu,0.9497859
ALCD23xi,0.9459082
CMCBTFtonex,0.9305756
ACON3MT,0.9125163
PGS,0.95779413
r1578,0.95822793
RTOT_2,0.9412829
PI3PP,0.95670474
PLA2PE_DHA_GLNA_c,0.9579435
CYTDt,0.95656234
LEULEUPEPT1tc,0.94293636
AMPEP3,0.9478064
C4CRNe,0.6864237
DMSOR2,0.9453817
CRO2t3pp,0.9402007
1331TACRteb,0.9099338
ACNACNGALGBSIDEte_cho,0.26142636
7DHCHOLt2,0.9470765
PCW3DS_DHA_ALNA_sn2_c,0.9567549
MGCH,0.95435274
DAGK_PALM_ARA_c,0.9566719
DURIK1_1,0.9565916
CALAtr,0.94857264
CLPNS160,0.94742876
G3DGGH_c,0.8756339
RE2876C,0.911356
TRPPROGLYr,0.92913634
r1677,0.9582278
HODR8,0.93553466
HOLYSK,0.88249207
LIPO3S24_BS,0.9341969
G3PAT140_c,0.9574421
DEDOLR_U,0.9295549
PROLBabc,0.84283936
PPItex_1,0.9422167
BTDt6_RR,0.9354391
MMSAD2,0.9557757
RBK_Dr,0.9518776
TAGAT_Dt,0.80298257
BCR6pp,0.94251245
PLA2PE_PALM_PALM_c,0.95808595
GLCTR2,0.9350945
HMR_6595,0.9558905
AROAT,0.9530849
PI34P5K_18_0_18_0,0.94235283
SUCFUMt,0.95665747
RE2525C,0.8748442
C18OHc,0.9120479
2DHGLCNkt_tpp,0.94648814
ACSERL_c,0.9552836
C06439t,0.9544131
FPGSa,0.9436015
BRFAPS,0.9425423
AGPATCOA16018111Z,0.95680153
PLDAGAT_HDE_EPA_GLNA_PC_1_c,0.9578789
3MOBte,0.826443
PALMITTRANS,0.9455285
S2FE2SR,0.94115746
MTHFR3,0.9574468
MAN6Gpts,0.8256538
DAGK_hs_16_0_18_2,0.9554112
CMCBTFR1,0.9516574
ZYMSTR,0.95173967
PI3P5K,0.95609957
AIRCr,0.95588166
DALAALAD,0.95041907
7HPVSteb,0.91343033
LPS43TL,0.57614607
VALTRS,0.9545039
I2FE2ST,0.94904
ALAt2r,0.9582913
GALt4,0.9571505
