,0
LPLIPA6,0.93839675
LPSSYN_EC,0.9345877
ACONCtex,0.654761
UDDH23,0.9518626
aratyr3,0.9603914
TRPTHRTYRt,0.86172557
PUNP1_1,0.9588589
3hoxpactex,0.8122399
OA9_46_27PL,0.94423145
ACGALptspp,0.94873685
PLDAGAT_MYRS_EPA_HDE_PE_10_c,0.9611532
RHACOAEP90,0.95450556
FFSD1r,0.9585576
RE3310C,0.8691572
CODH_ACS,0.9339456
FAMPL1,0.9354976
INSt5,0.9592029
RHACOAR121d5,0.95438284
PCD6DS_LNA_STA_sn2_c,0.9573525
PLDAGAT_MYRS_EPA_GLNA_PC_3_c,0.961054
MannanSys,0.82412064
HDDR5,0.92695355
CMHMI,0.929812
RE3431C,0.9446619
TUDCASULT,0.95442325
AGPATCOA_OLE_OLE_c,0.96036446
GTMAN12MAN,0.9274263
3HPPt,0.9257955
RE1915C,0.93341064
HMR_2558,0.9518477
CHTBStex,0.48904216
GLYVESSEC_1,0.9615408
RE2625C,0.9546713
X5PL3E,0.7766986
RNTR3c,0.9586665
DURIPP_1,0.95910984
LCAT43e,0.955285
GDOCBIK,0.95766085
OCMAT3,0.9481147
OA53PVL,0.93552274
PLDAGAT_DHA_EPA_DHA_PC_7_c,0.96075946
PLDAGAT_HDE_EPA_DHA_PC_8_c,0.9609155
DAGK_SA,0.95381314
PCW3DS_HDE_ETA_sn2_c,0.95515263
PLDAGAT_MYRS_EPA_GLNA_PE_16_c,0.9610189
RE3631C,0.835699
SUCBZL_1,0.95283026
MEGLYXYLt,0.8847341
SALCHS4FEexs,0.9161874
LIDODM,0.91704595
XANt2pp,0.952716
CDIPTr_18_1_20_4,0.9448598
ACHVESSEC,0.960225
CDIPTr_18_1_18_3,0.9105209
DNA_1,0.94230276
LPS2TST,0.60285026
OA28acF,0.9316621
OPHHX3,0.9551405
MEPIVESSte,0.95437336
PAPA_HDE_DHA_c,0.9586274
PAFH_cho,0.9465704
PMTCRNte,0.93564236
UNK3,0.9611303
GLCR1TRB1,0.9335062
3OHGLUTACOAT3t,0.896235
LCADi_D,0.960495
PLDPE_STC_ARA_c,0.9588044
ZN2abcpp,0.95425713
LCAT44e,0.9555846
LPS_LM,0.9400243
LKDRA,0.9406026
RE2131C,0.92200226
4NPHSFte,0.56916213
LPCAT_MYRS_STC_sn2_c,0.9592469
2H3MVc,0.930803
HMR_1627,0.9451469
4OHBUTtce,0.14115484
AM4NCSteb,0.9306002
LPEH140_sn1_c,0.9611636
PLDAGAT_HDE_MYRS_PALM_PC_1_c,0.9611355
r2196,0.95884997
LPCAT_HDE_PALM_sn2_c,0.96130466
r2251,0.9582716
OCHCCH,0.92757356
HISyLATthc,0.96142864
HC00900t4,0.9551791
r1745,0.96150553
GAPP,0.95967245
PLDAGAT_PALM_HDE_PALM_PE_10_c,0.96114904
PLDAGAT_MYRS_EPA_LNA_PE_13_c,0.96105015
r1831,0.96145284
r0422,0.95474464
GTP8OXO,0.90881896
CDIPTr_16_0_20_4,0.94599265
r1657,0.961501
r2161,0.95992535
RE3514C,0.95785624
G12MT1,0.93528736
ACOADAGAT_HDE_ARA_ARA_c,0.9611746
GPDDA5pp,0.9498229
HISASPt,0.87290114
TRPMETARGr,0.95067114
PMEACPE,0.93467104
KAT27,0.9317788
r1776,0.9614371
SMVHYDROhep,0.9531988
DXYLTD,0.8972753
ECOAH22,0.9365453
ACOADH1,0.95714986
FA1822ACPH,0.92404145
ACOAD7,0.96027523
CITt12,0.9549045
3HAACOAT141,0.95336986
PLDAGAT_HDE_ARA_HDE_PC_6_c,0.96110314
PLDAGAT_HDE_MYRS_PALM_PC_6_c,0.96111834
UNGSA1,0.9547156
r2318,0.9582447
O16AP1pp,0.940959
ASP4DC,0.96147984
LPS39TVL,0.5072518
PHETYRLYSt,0.8668568
ITCY,0.9606356
GALCTRt2,0.82510626
PI34P5K_cho,0.9577381
r1546,0.96150744
PE18111Z1835Z9Z12Zt,0.9319132
2HATVACIDtep,0.9519321
HPPPNDO,0.9548319
GGDPR,0.9592066
ETHAK,0.96074694
GLYCDy,0.9592237
THZPSN1_SC,0.9570622
TRPB0AT3tc,0.96138334
RTOT_2_cho,0.93309367
GFUCS,0.95927733
r2088,0.9601462
1HIBUP_Sthv,0.03297695
FASm340,0.9502179
KAT21,0.9450976
GALt2_2,0.959733
DGSNt2,0.95755774
DHBPTt,0.795219
3OAR220_c,0.934567
SMTZS,0.9325728
DNADDP,0.9574911
DHPDO,0.95500934
PAPA_PALM_MYRS_c,0.96000105
DGGPGP,0.9271319
GLNALANaEx,0.96150255
RE3532C,0.83824235
LPCAT_EPA_PALM_sn2_c,0.9612757
DGDGS_HDE_HDE,0.95171106
ALPATG181pp,0.9191267
r2362,0.9574504
GLPASE2,0.9508027
DMGDH,0.9589112
DAGAH_OLE_PALM_c,0.9611923
LPLIPAL1A181pp,0.9494371
PGPP182_9_12,0.893802
LPLIPAL2ATE160,0.9464183
LTHSTRLt,0.9441466
MOCOS,0.9508787
PI3P4K_18_0_18_1_EC_2_7_1_68,0.9403819
PSD160,0.95733327
LYSLYSLYSt,0.88489145
DAGAH_OLE_ARA_c,0.95909965
OA60PL,0.9379849
PLA2PE_LNA_HDE_c,0.96126074
PLDAGAT_HDE_EPA_HDE_PE_11_c,0.96113867
r2065,0.9614371
C04717ATP,0.9411465
MGTD,0.9391381
ATVACIDOATPtu,0.9557305
4MCAT23DOX,0.9425626
UNDPGALNACT,0.96045804
LAAL31,0.9394526
3IPM3MT,0.88813704
ACYP_3,0.96071327
TTRCYCt7pp,0.9409262
23CAPPD,0.8196106
ARGLEUPHEt,0.86340034
DAGAH_MYRS_EPA_c,0.9611126
DAGAH_LNA_OLE_c,0.9581909
MALTabcpp,0.955527
HMR_2484,0.960772
OA4VL_ST,0.94955003
PLDAGAT1819Z1819Z1819Z3,0.95894253
DHCRD1_cho,0.9587638
CBL2OR,0.9325529
3HIBUP_Sthv,0.76219136
CYSPHELAT2tc,0.9614813
UND2ONEtex,0.4939763
PEDS1819Z1829Z12Z,0.95848256
ACCOX_c,0.8927319
COLIPABabcpp,0.9408027
OA53F,0.9343714
CYP2R1,0.9560174
HMR_0428,0.9523416
RN0027C,0.89391375
3MBALDt,0.72735643
3_4DHBZt2,0.63448036
PIP4K_EPA_HDE_c,0.95143217
OALmin_ST,0.8558918
PLDAGAT_PALM_HDE_GLNA_PC_3_c,0.9610023
PYDXDH_1,0.95636356
ITLTAS,0.5771295
ARABDI,0.95788246
6MTR2EO,0.9241794
AGMHE,0.958171
GTOA54I,0.9399504
CHOPT_EPA_DHA_c,0.9594776
r0186,0.9605382
AGPATi_LM,0.88652384
FACOAL60i,0.95841646
NEU25,0.9581036
PLDAGAT_MYRS_HDE_PALM_PE_14_c,0.9610799
VNDH_3,0.9459148
HACD17i,0.9395517
LEUKTRC4t,0.95988566
TAGAH18111Z18111Z1819Z,0.9595834
HOCHL3,0.93118787
VALHISASNr,0.9497575
PLDAGAT_DHA_EPA_ARA_PC_4_c,0.96085113
PAPA_DHA_LNA_c,0.9569393
TARTDC,0.9593931
CE7082UPKt,0.9333662
FASm260,0.9469185
MALTATr,0.92244613
LPLPS1AGPE18111Z,0.9603579
OA42LVL,0.9100352
ALPATE161pp,0.7757158
OPALM1,0.9480274
OMMBLHX,0.95751053
PHELEUt,0.84383726
HMR_4701,0.95933056
FE3tex,0.94999564
r2232,0.95953894
CBIuabcpp,0.94996715
r0747,0.9547758
DANNt2,0.86565775
HMR_0298,0.9548592
PHADPCT60,0.94603735
SHS1,0.9574631
AKO,0.9613093
HMR_2666,0.9533795
r2228,0.95972216
PLDAGAT_HDE_PALM_LNA_PC_8_c,0.96104896
LIPY,0.94427633
ARBt2rpp,0.95538163
LALADGLUtex,0.67833287
LAAL33,0.9470669
GALAMPTSpp,0.94967407
TRPtipp,0.9553252
CRVSM24tev,0.9077484
TAGAH_MYRS_EPA_HDTTE_c,0.9491555
DAAO,0.8870859
LINOFATPtc,0.95939845
PLA2PC_EPA_GLNA_c,0.96119994
PI35P3P_cho,0.95580226
OBDHc,0.96102977
LPLIPAL2ATG161,0.9223005
GUAt,0.94824773
4M3OPAO,0.9284657
FACOALP70t2pp,0.921634
CODH4,0.96093863
DKFPS2,0.9517085
GALTptspp,0.93012506
PLDPE_MYRS_PALM_c,0.9598824
TAGAH_OLE_EPA_DHA_c,0.9611648
LYSAM,0.9541169
MK11t,0.1317615
DMGLYtex,0.89078474
MAGAH18111Z,0.95871407
ACOADAGAT1819Z1819Z160,0.9588884
AHEXASE3,0.9493508
OA51LL,0.89724314
PLDAGAT_HDE_ARA_ARA_PE_15_c,0.9608375
PHAP2C60,0.9498427
PGPP_SA,0.9193749
r2151,0.9600025
ACBIPGT,0.95732397
UDCHOLt2,0.9602311
FRD3,0.96060073
PLDAGAT_PALM_EPA_ARA_PC_4_c,0.9609355
AGPAT1_16_0_18_4,0.95640856
LPPGS,0.93450016
TAGAH_HDE_HDE_HDE_c,0.9613027
DINSt2pp,0.95343566
r0242,0.94703394
ALCD4,0.95559514
PLA2PE_DHA_MYRS_c,0.96000355
PI45PLC_18_0_18_0,0.9553223
PROSTGI2c,0.950238
24NPHte,0.6776026
PPYRDC,0.96022797
r1687,0.96149135
RHAT40tpp,0.91748774
LPS2TVL,0.6094149
VALPHEARGt,0.8650436
r1908,0.9614577
TAGAH_EPA_EPA_EPA_c,0.96128505
PLDAGAT_MYRS_EPA_PALM_PC_8_c,0.96117944
IBUPGLUCtchep,0.9247813
udcdp20OagLpp,0.90296227
CBLTDe,0.95364875
CYO1b2pp_syn,0.95031047
HIPA,0.9441249
HMR_6583,0.95964265
HMR_9604,0.9606706
ADNUC,0.95927274
HMR_0846,0.95382226
CLS,0.9452643
SQDGS_HDE_TTC_c,0.8462441
DOPAQNISO1,0.95592487
NPTHLte,0.67866224
TAURt,0.96002036
DOLK11,0.90433747
RE2677C_1,0.9498808
MELTGH,0.9132424
PCHOLSTE_HSABCt,0.94933385
UDGMS,0.942786
OAP5pp,0.9321296
PPOHtex,0.54409915
FAD_8,0.9568765
GTMAN13ABE,0.9352794
PLDAGAT1819Z18111Z1602,0.9585372
BTS2,0.96022135
MIPC126PLC_SC,0.949911
COLIPAtexmin,0.7126727
PASYN_EC,0.956228
CPC4MT,0.9495365
GLCt2_2,0.9609414
ACSPHACP80,0.9534154
OACT,0.9355712
CRNDCAL2,0.9431599
OA35PST,0.93764025
PLA2PE_OLE_LNA_c,0.96120346
r0708,0.9434711
25HVITD2tin,0.86706483
GTLOA11,0.94853884
THRASNTYRt,0.8639719
AGLPH_cho,0.9442446
PLIPA2A140pp,0.94420457
CHLSTD78I,0.9528531
GTLOA62,0.9381204
OA4Lmin_ST,0.9441682
UDPDPS3,0.9585483
PLCTI1,0.77116215
PLDAGAT_HDE_EPA_OLE_PE_9_c,0.9601467
HMR_0346,0.95290893
THRTYRMETr,0.94394296
DHAt,0.9535023
AGPATCOA_EPA_HDE_c,0.9603657
HG2t3pp,0.950937
METATB0tc,0.9614027
PE1819Z1819Zt,0.93367046
LPFPLT,0.9202523
ALDD31,0.9595628
SERDGLYexR,0.9570652
AGPATCOA_MYRS_HDE_c,0.9596776
HMR_2693,0.9059254
GTPCI_1,0.96072346
ALDD3C7_c,0.91280854
MQNS,0.9587236
PLDAGAT_DHA_EPA_DHA_PC_6_c,0.96078146
PLDAGAT_MYRS_ARA_HDE_PE_16_c,0.9608781
SHCHF3,0.95090705
CYSGLNNaEx,0.9615006
LPEAT_DHA_GLNA_sn2_c,0.96114594
HMR_1478,0.9465351
ALALYSTHRt,0.8510263
UACGAMPpp,0.8974918
FDH3,0.96119815
DOHDUS,0.9281265
r2496,0.96068805
PHAPC40,0.9524767
PYAM5PO,0.9602005
GLCtex,0.95976347
ICITt2,0.9569279
PHET,0.95585865
ECA4COLIPAt1ex,0.93840325
MALS,0.9611844
AGPAT1_18_0_18_2,0.95603234
4AHMMPt,0.9470394
ASNS2,0.9614167
DGTSDS1601845Z9Z12Z15Z,0.89419025
HMR_1980,0.94619304
HMR_2336,0.93596363
PI345P3P_18_0_18_1,0.94833195
PLDAGAT_MYRS_HDE_PALM_PC_1_c,0.96108574
PLDAGAT_OLE_PALM_PALM_PE_12_c,0.96109694
HMR_4079,0.9603316
PPIOGLYte,0.07590787
PRGNLONEte,0.945032
CYTK2_1,0.96029156
CDS_16_0_18_1,0.9504642
SMS3,0.95213467
PLDAGAT_EPA_EPA_PALM_PC_3_c,0.96118253
DHPS2_1,0.95535344
DDMAT5,0.92733467
DCTCP,0.9608757
ILEPHELAT2tc,0.96144867
OA55PVL,0.93490416
PAPA180,0.9586622
VACCt,0.95809066
FACOAL204,0.961357
r1765,0.9614629
PLDAGAT_MYRS_EPA_LNA_PC_5_c,0.96118087
HMR_0208,0.952625
PLDAGAT_HDE_EPA_OLE_PC_3_c,0.9604796
GGTP2,0.15907134
CDS_18_2_16_0,0.95063794
DHNPA2r,0.9571677
AMID3,0.9521646
FAH3_1,0.95609224
ETHAPT_MYRS_DHA_c,0.9598588
PAPA_OLE_ALNA_c,0.9560038
C14825td,0.938006
NEU39e,0.8505167
PETNT161pp,0.9473771
PLDAGAT_MYRS_EPA_MYRS_PC_7_c,0.9595927
DHPPD,0.9477668
SERt4pp,0.9594887
r2235,0.9584612
PLA2PE_STC_MYRS_c,0.9601166
r1995,0.96145177
FAEL184_cho,0.9600699
r2495,0.9606748
ANS2,0.95901066
FTHFI_1,0.95977056
r0642,0.9577302
CAt4,0.9605346
G3PAT160_1,0.96119463
2ACLMM,0.94210285
ILEARGILEr,0.9453663
ABTD1,0.95462894
PLDAGAT_LNA_EPA_GLNA_PC_4_c,0.9610168
FAS100COA,0.96059287
TRPILETRPr,0.9464765
PREPHACPH,0.95031345
PLA2PC_EPA_ARA_c,0.9611233
DIGALSGALSIDEte_cho,0.06905371
r0739,0.95619446
G3PAT180_1,0.96091604
GAPDi_nadp,0.9595767
FORMCOAL,0.95988
LPLIPAL2A180,0.95030516
THFAT,0.9598907
TAGLIPA182d9d12,0.906254
HMR_0287,0.9582256
COB1NDAAT1,0.95120484
LAAL11,0.9440271
TRPALAPROt,0.88605165
LPEAT_PALM_DHA_sn2_c,0.96099514
r2332,0.95672053
C101CRNe,0.5742571
NADK2,0.9612136
VALVALr,0.9476963
CE7096te,0.9087836
SER_AL,0.9613502
3DHDCAS,0.9579794
PLDAGAT_HDE_MYRS_PALM_PC_5_c,0.96117866
C16DCc,0.80292255
PLDAGAT_HDE_EPA_DHA_PE_16_c,0.96081567
PYDXO,0.95960283
PLDAGAT1801819Z1819Z1,0.9592738
PLPSA21801835Z9Z12Z,0.9589226
LAULKD,0.9548827
LPLIPAL1G160pp,0.9478195
MMSDHir,0.9580126
T2ORX,0.94715583
MYCON2,0.9460631
PEALtex,0.6903379
PLDAGAT_HDE_ARA_HDE_PC_5_c,0.9611112
BTDDtpp,0.9293937
LTAS_LLA,0.925047
CYSDtex,0.6293453
PLDAGAT_HDE_PALM_EPA_PE_15_c,0.960818
CRNt7pp,0.92962325
AGPATCOA_DHA_MYRS_c,0.95839125
PLDAGAT_HDE_ARA_HDE_PC_8_c,0.9610715
TARTRDH,0.9462241
G6PI_1,0.95975316
r0649,0.9317359
PLDAGAT_HDE_ARA_PALM_PC_4_c,0.9611169
PFOR,0.9589249
DHBS,0.9559517
O2t,0.96055627
ECOAH36,0.93748266
PEPALM_HSt1e,0.9521192
C6DCc,0.8942931
LYSGLUGLUt,0.8471433
ACOAD3,0.95777255
UDPGLCURtr,0.9357753
LNLCCOADS,0.96141285
O16G1e,0.89942056
PLDAGAT_HDE_EPA_PALM_PE_11_c,0.9611632
DMALRED,0.9611723
PTHRP,0.9593153
TAGAH18111Z1819Z160,0.9587298
NORMETEVESSte,0.9378758
PLDAGAT_HDE_ARA_PALM_PC_2_c,0.96109927
PLDAGAT_PALM_EPA_EPA_PE_12_c,0.9608879
GSNt4,0.9591966
CE5643te,0.7279648
CU2tonex,0.9537846
TRPTHRGLUr,0.94668406
BACCL2,0.33618847
2AACLPGT180,0.9474539
FUCASE2e,0.30581498
HMR_2334,0.93717915
LEUPROr,0.9448547
RHACOAET40,0.9529282
DHEDAA,0.9521916
HMR_0807,0.9516044
RE0574C,0.9385724
AGLPR,0.87519586
ACBIPGT_2,0.94865906
DESAT18,0.96133476
LPS30TST,0.6053833
ATPS10rpp,0.9615805
EAR120x,0.9575197
TYRALAt,0.865445
ACOADAGAT_MYRS_HDE_HDE_c,0.96123856
ALGL,0.92526656
DHORDi,0.9593607
PC11M,0.94562656
DNTP,0.9466249
ECOAH20,0.9403352
LPS40TVL,0.6131167
TM_GL1,0.93774307
C181SN,0.96060145
PI45PLC_18_0_18_1,0.9544823
r1562,0.9614834
HC02194te,0.96021825
G3PD4,0.9600263
MOGAT,0.95673454
COCO2,0.9609251
r0410,0.84094137
FECRMabcpp,0.9488519
23CN2P1,0.92959666
PSt3,0.9559966
HMR_2270,0.94279194
r0595,0.95193845
ICITRED,0.9538615
OA4VLmin_ST,0.9441682
ASPGLUPROt,0.92093104
FVSteb,0.94845676
KAT33,0.95228857
LCAT50e,0.95333064
PLDPE_HDE_STC_c,0.9571406
F6Pt6_2,0.9511662
MAGAH1619Z_c,0.9608909
GLYPHEAP,0.9554516
FAD_13,0.9567511
ACt4pp,0.9597225
RE2523C,0.7696711
SPHMYLN1824_hs_ATPt,0.93466043
UDPKAAT,0.94469976
HMR_0942,0.9581498
ETHAPT_LM,0.9206403
ACOADAGAT18111Z18111Z1819Z,0.9595546
CYSASNNaEx,0.96149033
RE1834C,0.9571753
TRPPROLEUr,0.95086896
DAGK_EPA_STC_c,0.958587
FEDCabc,0.9597149
PLA2PC_MYRS_STA_c,0.95834583
r1841,0.96149683
AEPabcpp,0.94079226
THISAT,0.9285124
TMDOATthc,0.95202196
RE0830C,0.94490516
METARGLEUr,0.94993997
DALALEUD,0.95172554
CATC180_c,0.9565582
HISPROLYSr,0.94461787
FAS120COA,0.9605832
PI4P5K_18_0_20_4,0.9509244
ANDRSTRNGLCte,0.82893693
r2205,0.95992225
HISTASE,0.95837504
PLA2_2_20_4_20_4,0.94602966
SMVtu,0.9509164
ALCD23xi,0.9500658
CMCBTFtonex,0.93529534
ACON3MT,0.8664048
PGS,0.9610438
PYRDOX,0.9421953
r1578,0.9614649
RTOT_2,0.937371
FDMO6,0.9554117
PI3PP,0.95952755
PGPP181,0.9222852
PLA2PE_DHA_GLNA_c,0.961155
CYTDt,0.9595162
LEULEUPEPT1tc,0.9429392
AMPEP3,0.95424384
C4CRNe,0.5727401
DMSOR2,0.9541655
CRO2t3pp,0.940389
GLDBRAN2,0.9540815
